,origIntRate,origUPB,origLTV,origDebtIncRatio,worstCreditScore,zeroBalCode,mSA
110582,3.1060000000000003,130000,39,45,726,0,0
110583,3.375,133000,60,9,798,0,24340
110584,3.5,254000,73,32,780,1,41700
110585,3.75,248000,69,46,670,0,42220
110587,3.625,263000,75,41,700,1,0
110588,3.79,307000,67,21,701,0,19100
110589,3.5,249000,57,26,737,0,12580
110590,3.392,100000,80,43,787,0,12060
110591,3.5,72000,80,43,782,0,44060
110592,4.125,247000,80,37,689,0,38300
110593,4.0,260000,76,44,666,0,19100
110594,3.625,288000,77,28,746,0,19740
110595,3.375,110000,43,21,699,0,42660
110596,3.625,150000,46,40,789,0,36260
110597,3.5,268000,80,29,759,0,31080
110598,4.5,100000,75,39,728,1,12580
110599,3.625,188000,75,42,690,0,19740
110600,3.5,190000,80,42,723,0,0
110601,4.375,261000,90,27,722,0,33460
110602,3.625,160000,80,42,687,0,16740
110603,3.375,378000,58,8,810,0,26420
110604,3.75,215000,79,39,687,0,48300
110605,3.5,335000,63,16,724,0,17900
110606,3.375,407000,51,44,738,0,12060
110607,3.375,328000,85,27,786,0,33460
110608,3.375,156000,80,44,772,0,16980
110609,3.875,135000,60,42,638,0,36740
110610,4.125,77000,70,39,700,0,33100
110611,3.375,185000,47,31,707,0,0
110612,3.375,393000,95,22,751,0,14460
110613,3.625,160000,70,34,670,0,39300
110614,3.375,360000,79,43,718,0,49020
110615,3.75,200000,80,36,704,0,31080
110616,4.25,199000,80,32,645,0,35620
110617,3.5,215000,92,37,725,0,33340
110618,3.625,184000,80,38,747,0,41860
110619,3.75,279000,83,36,704,0,34980
110620,3.25,323000,47,44,765,0,34980
110621,3.375,417000,44,36,787,0,41860
110622,3.75,387000,74,44,681,1,19780
110623,3.75,395000,63,45,762,0,39340
110624,3.625,70000,70,43,666,0,0
110625,4.125,92000,79,29,726,0,36540
110626,3.25,404000,55,28,802,0,41740
110627,3.5,274000,80,24,720,1,16980
110628,3.375,155000,87,26,708,1,16740
110629,5.125,112000,80,38,675,0,24340
110630,3.5,417000,56,46,630,0,31080
110631,3.625,411000,60,45,665,0,35620
110632,3.25,147000,43,11,747,0,12100
110634,3.75,290000,77,33,703,0,35620
110635,3.625,203000,75,20,699,0,33340
110636,3.99,150000,70,44,751,0,21340
110637,3.5,605000,78,26,748,0,47900
110638,3.375,412000,48,45,730,0,14460
110639,3.492,271000,61,50,777,0,35380
110640,3.375,320000,36,44,698,0,14460
110641,3.75,104000,87,37,772,0,16980
110642,3.5,126000,61,44,787,0,26900
110643,3.75,192000,80,44,735,0,0
110644,3.625,230000,80,18,722,0,20220
110645,3.375,311000,75,43,813,0,41740
110646,3.5,330000,75,44,803,0,35620
110647,3.625,96000,80,44,801,0,27260
110648,3.5,164000,70,44,659,0,13820
110649,4.25,114000,65,27,621,0,0
110650,3.25,417000,36,14,777,0,14460
110651,3.75,166000,93,33,764,0,38300
110652,3.75,167000,69,44,641,0,0
110653,3.625,240000,92,44,760,1,39300
110654,4.125,220000,95,34,756,0,17780
110655,3.625,398000,68,27,763,1,0
110656,3.5,196000,65,41,811,0,40900
110657,3.5,192000,61,41,792,0,19740
110658,3.625,344000,36,15,668,0,47900
110659,3.5,375000,38,38,739,0,14500
110660,3.75,276000,80,34,801,0,14740
110662,3.375,417000,41,25,783,0,19740
110663,3.99,106000,85,37,699,0,35620
110664,3.75,102000,90,29,700,0,0
110665,3.75,102000,66,32,823,0,30460
110666,3.5,184000,80,39,758,0,24420
110667,3.5,213000,39,42,760,0,16740
110669,3.54,93000,66,36,797,0,19740
110670,3.625,196000,80,45,718,0,23460
110671,3.75,118000,55,45,784,0,26620
110672,3.5,90000,72,44,724,0,33460
110673,3.375,400000,56,40,688,0,17140
110674,3.375,417000,73,41,754,0,37980
110675,3.75,218000,56,35,716,0,41740
110676,3.875,120000,67,28,662,0,38860
110677,3.875,289000,85,16,790,0,44140
110678,3.375,286000,35,42,730,0,41940
110679,3.875,91000,80,34,667,0,49180
110680,3.625,288000,80,40,756,0,41860
110681,3.625,204000,31,45,702,0,12580
110682,4.25,410000,72,32,678,0,33860
110683,3.5,156000,48,38,803,0,0
110684,3.5,130000,65,33,722,0,0
110685,4.0,237000,92,34,715,0,14460
110686,3.375,319000,44,43,793,0,0
110687,3.375,181000,89,23,809,1,0
110688,3.5,150000,79,29,766,0,38900
110689,3.875,397000,57,28,771,0,16980
110690,4.0,356000,80,35,712,0,36260
110691,3.75,183000,86,26,692,0,38060
110692,3.625,177000,62,24,714,0,11260
110693,3.875,198000,57,39,660,0,39740
110694,3.25,294000,77,40,802,0,40060
110695,3.75,141000,69,35,712,0,42540
110696,4.5,95000,70,28,634,0,0
110697,3.25,246000,51,39,782,0,35620
110698,4.125,70000,85,18,807,0,0
110699,3.375,245000,51,21,775,0,31080
110700,3.5,189000,88,27,813,0,16980
110701,3.375,406000,48,44,774,0,16980
110702,3.5,411000,79,40,746,0,16980
110703,3.375,97000,85,31,712,0,0
110704,3.75,272000,74,34,662,0,14460
110705,3.875,116000,75,30,677,0,46140
110706,3.75,341000,84,41,688,0,19740
110707,3.25,380000,60,19,745,0,31080
110708,3.5,208000,87,38,695,1,17820
110709,4.125,92000,25,31,762,0,14460
110710,3.625,230000,47,17,786,0,14460
110711,3.875,328000,93,44,778,0,40060
110712,4.125,372000,80,37,711,0,37980
110713,3.5,184000,80,33,731,0,0
110714,3.5,281000,78,40,786,0,38900
110715,4.25,201000,68,32,668,0,33540
110716,4.0,96000,80,14,760,1,25420
110717,3.5,77000,55,44,774,0,10740
110718,3.625,78000,63,35,744,0,0
110719,3.5,157000,75,19,740,0,40900
110720,3.5,169000,85,37,737,0,25860
110721,3.125,417000,66,11,772,0,47900
110722,3.25,360000,60,37,790,0,14460
110723,4.0,417000,67,32,663,0,12420
110724,3.625,149000,41,35,780,0,41620
110725,3.375,414000,77,20,766,0,41860
110726,3.625,250000,63,34,727,0,33100
110727,3.875,200000,80,43,718,0,16980
110728,3.5,159000,56,38,738,0,35620
110729,3.375,165000,36,41,759,0,41740
110730,3.875,553000,70,45,710,0,41940
110731,3.625,200000,69,18,727,0,23420
110732,3.75,138000,86,33,682,1,39300
110733,4.25,270000,75,44,667,0,35620
110734,3.75,103000,78,45,675,0,44180
110735,3.75,203000,47,25,806,0,35620
110736,3.5,224000,80,34,746,0,47900
110737,3.5,264000,92,19,758,0,0
110738,3.5,392000,80,44,725,0,19100
110739,3.375,156000,80,34,760,1,0
110740,4.125,168000,80,42,665,0,40340
110741,3.375,195000,67,31,746,0,14460
110742,3.375,153000,77,26,765,0,26980
110743,4.25,348000,80,43,690,0,35620
110744,3.625,297000,75,43,699,0,0
110745,3.75,82000,79,21,632,0,0
110746,3.375,195000,71,27,678,0,0
110747,3.875,417000,75,40,749,0,41500
110748,3.625,165000,90,30,782,0,35620
110749,3.75,154000,75,39,728,0,38900
110750,3.375,292000,56,21,718,0,31080
110751,3.5,408000,80,10,803,0,42660
110752,4.375,280000,80,45,703,0,15380
110753,3.625,288000,69,21,753,0,41620
110754,3.375,417000,60,40,795,0,41940
110755,3.125,272000,75,44,767,0,37980
110756,3.625,86000,75,43,734,0,24580
110757,3.5,322000,70,43,801,0,12940
110758,3.58,572000,69,35,774,0,31080
110759,3.75,398000,52,29,688,0,16980
110760,3.375,153000,80,16,729,0,15500
110761,3.625,188000,79,42,787,0,37980
110762,3.5,417000,58,37,739,0,16980
110763,3.25,387000,49,8,809,0,42020
110764,3.5,142000,53,29,748,0,29420
110765,3.625,165000,58,17,737,0,0
110766,4.25,290000,92,39,697,0,14460
110767,3.875,114000,95,2,754,0,19340
110768,3.625,417000,74,26,712,0,35620
110769,3.625,394000,62,41,669,0,0
110770,4.375,344000,95,33,672,0,37980
110771,4.25,190000,72,36,621,0,40900
110772,3.375,188000,95,41,756,0,12940
110773,3.25,135000,30,24,679,0,0
110774,3.5,146000,80,41,643,0,45820
110775,3.875,241000,78,37,641,0,38860
110776,4.0,228000,80,31,678,0,41980
110777,3.5,296000,78,18,724,0,24580
110778,3.625,608000,60,43,661,0,41860
110779,3.393,150000,38,33,695,0,0
110780,3.5,285000,31,16,792,0,41740
110781,3.375,154000,76,30,744,0,0
110782,4.125,360000,80,42,672,0,38060
110783,3.5,109000,78,42,679,0,0
110784,3.5,212000,80,40,781,0,38340
110785,3.125,83000,80,24,750,0,33660
110786,3.5,180000,80,32,703,1,25540
110787,3.875,240000,50,30,643,0,31080
110788,3.75,175000,62,38,648,0,42660
110789,3.5,192000,80,28,743,0,33340
110790,4.375,281000,75,39,640,0,35620
110791,3.625,253000,79,19,791,0,47900
110792,3.875,389000,71,37,668,0,14500
110793,3.375,235000,73,30,810,0,35620
110794,3.875,361000,85,30,707,0,33460
110795,3.375,89000,50,40,718,0,23460
110796,2.99,189000,63,22,813,0,12580
110797,3.625,410000,64,26,790,0,33460
110798,3.5,417000,43,34,809,0,35380
110799,3.5,345000,60,42,695,0,35620
110800,3.742,387000,63,44,756,0,31080
110801,3.2880000000000003,340000,58,45,722,0,0
110802,3.25,195000,69,39,726,0,16980
110803,3.625,372000,80,34,746,1,33540
110804,3.25,84000,61,49,828,0,29100
110806,3.25,207000,35,49,773,0,31080
110807,3.75,169000,96,35,737,0,35380
110808,3.375,125000,40,35,740,0,14020
110809,3.375,396000,47,19,785,0,42660
110810,3.625,160000,87,33,800,0,33700
110811,4.125,229000,80,45,677,1,45060
110812,3.5,407000,37,36,739,0,14460
110813,4.25,167000,75,28,644,0,14460
110814,3.49,369000,73,37,786,0,31080
110815,3.5,117000,69,31,743,0,25220
110816,3.5,160000,80,20,740,1,0
110817,3.75,94000,85,42,733,1,26900
110818,3.625,116000,71,44,769,0,0
110819,3.375,53000,58,44,752,0,44180
110820,4.25,98000,85,45,677,0,37900
110821,3.75,102000,63,12,671,0,12100
110822,3.375,115000,92,24,783,0,15500
110823,3.75,127000,37,30,818,0,31100
110824,3.25,235000,72,26,745,0,0
110825,3.375,267000,69,50,810,0,40140
110826,3.375,101000,97,39,718,0,0
110827,3.75,540000,80,20,747,0,35620
110828,3.5,135000,33,21,797,0,35620
110829,3.875,158000,85,27,743,0,47300
110830,3.75,214000,94,39,787,1,15380
110831,4.75,90000,75,41,647,1,20100
110832,3.5,270000,68,28,660,0,42660
110833,3.25,417000,54,29,773,0,43620
110834,3.625,278000,75,32,625,0,13140
110835,3.437,185000,29,23,813,0,41740
110836,3.25,417000,54,15,746,0,42660
110837,3.25,417000,57,29,757,0,35620
110838,3.5,155000,75,39,683,0,10740
110839,3.875,614000,80,34,709,0,31080
110840,4.125,325000,68,32,691,0,47900
110841,3.875,280000,94,25,739,0,35620
110842,3.5,325000,93,37,759,0,14460
110844,3.72,506000,68,43,721,0,42660
110845,3.875,270000,72,36,779,0,17820
110846,3.875,150000,22,42,650,0,35620
110847,3.625,332000,62,24,691,0,42220
110848,3.5,266000,27,39,815,0,41740
110849,3.375,160000,77,31,767,0,38900
110850,3.375,232000,19,18,759,0,14460
110851,4.0,324000,85,44,668,0,14460
110853,3.375,403000,62,24,800,0,39580
110854,3.875,266000,65,32,727,0,19740
110855,3.75,394000,79,28,725,0,35620
110856,4.25,90000,78,27,698,0,0
110857,3.298,417000,54,4,752,0,25540
110858,3.375,410000,71,45,702,0,35620
110860,3.875,281000,75,40,689,0,31080
110861,3.5,126000,42,29,806,0,19740
110862,3.75,233000,74,29,674,0,47900
110863,3.5,339000,54,24,725,0,42660
110864,3.5,182000,21,17,805,0,41860
110866,3.5,170000,37,37,727,0,35620
110867,3.625,375000,75,31,787,0,28420
110868,3.625,395000,95,38,768,0,41940
110869,3.875,294000,59,44,770,0,42220
110870,3.5,264000,68,24,776,0,25540
110871,3.5,92000,47,45,648,0,36420
110872,3.25,192000,78,31,750,1,12580
110873,3.375,78000,60,39,697,0,26580
110874,4.75,70000,78,42,674,0,0
110875,4.25,99000,77,35,644,0,48620
110876,3.5,479000,57,17,739,0,14860
110877,3.625,260000,37,38,772,0,31080
110878,3.875,136000,16,21,804,0,31080
110879,3.875,52000,75,35,642,0,27100
110880,3.5,90000,60,28,724,0,38900
110881,3.625,104000,80,37,734,0,19100
110882,3.625,132000,85,22,809,0,36740
110883,3.375,223000,86,37,756,0,31540
110884,3.25,399000,68,42,725,0,16300
110885,3.5,385000,94,39,738,0,41740
110886,3.375,288000,68,49,799,0,37100
110887,3.375,412000,71,37,705,0,14460
110888,3.625,150000,33,41,794,0,0
110889,3.5,443000,45,28,790,0,14460
110890,3.5,625000,58,21,740,0,41940
110891,3.75,93000,76,44,750,0,30700
110892,3.375,224000,75,44,742,0,0
110893,3.875,112000,95,32,664,0,31180
110894,3.375,265000,80,38,706,0,0
110895,3.375,417000,76,45,747,0,41740
110896,3.625,200000,85,44,754,0,22520
110898,4.0,40000,20,38,784,0,33100
110899,3.625,496000,80,17,792,0,42660
110900,3.625,268000,71,31,733,0,41740
110901,3.5,250000,53,28,716,0,14460
110902,3.25,415000,23,27,769,0,16980
110903,3.375,114000,75,31,813,0,0
110904,3.625,107000,87,45,758,0,0
110905,3.875,428000,80,29,746,0,41940
110906,3.75,393000,22,13,769,0,31080
110907,3.625,618000,70,27,799,0,47900
110908,3.875,95000,85,20,741,0,33220
110909,3.75,161000,78,22,746,0,36260
110910,3.625,400000,78,33,750,0,31080
110911,3.375,127000,78,37,796,0,17820
110912,3.625,272000,80,43,788,0,40900
110913,3.875,500000,59,28,775,0,41860
110914,3.75,293000,82,19,790,0,31080
110915,3.25,243000,87,38,732,0,31080
110916,3.625,406000,74,42,793,0,35620
110917,3.625,132000,70,35,631,0,0
110918,3.75,412000,75,27,716,0,42660
110919,4.09,168000,80,41,792,0,22660
110920,3.5,69000,66,20,765,0,34980
110921,3.75,220000,74,43,712,0,16980
110922,3.875,171000,90,25,784,0,38900
110923,3.99,350000,85,37,669,0,47900
110924,3.625,116000,41,37,662,0,26380
110925,4.0,260000,97,38,728,0,14460
110926,3.625,255000,66,37,698,0,12420
110927,3.25,92000,80,27,766,0,0
110928,3.25,355000,89,45,773,0,12060
110929,3.5,187000,83,34,797,0,22660
110930,3.5,212000,80,40,798,1,0
110931,3.625,254000,75,38,659,0,12940
110932,3.125,369000,62,31,758,0,33460
110933,3.5,353000,60,35,681,0,14460
110934,3.53,225000,55,14,786,0,16740
110935,3.625,183000,60,34,734,0,12580
110936,3.875,335000,78,41,666,0,38900
110937,3.375,234000,79,35,764,0,44300
110938,4.0,232000,92,28,680,0,14460
110939,3.375,148000,43,31,782,0,38300
110940,4.0,385000,79,30,715,0,35620
110941,3.25,417000,78,27,736,0,43620
110942,3.75,158000,85,44,742,0,44300
110943,3.49,417000,50,48,667,0,35620
110944,3.375,94000,68,19,813,0,0
110946,3.625,67000,96,25,784,0,0
110947,3.625,321000,84,26,744,1,12580
110948,3.5,280000,41,40,689,0,31540
110949,4.25,71000,80,39,666,0,0
110950,3.625,534000,57,15,795,0,41860
110951,3.5,417000,54,41,686,0,31080
110952,3.5,361000,79,26,816,0,41740
110953,3.375,351000,68,21,756,0,16980
110954,4.25,112000,78,42,780,0,10740
110955,4.125,292000,78,36,704,0,14460
110956,3.5,273000,70,29,739,0,41740
110957,3.375,400000,37,12,706,0,28940
110958,4.125,498000,68,48,668,0,31080
110959,3.625,50000,42,29,797,0,38060
110960,3.875,251000,80,35,736,0,40900
110961,3.5,224000,95,29,763,0,12580
110962,3.875,77000,64,40,686,0,16220
110963,3.875,218000,75,28,686,0,12060
110965,3.875,100000,73,31,782,0,18140
110966,3.75,83000,94,30,695,0,0
110967,3.75,236000,62,44,700,0,41940
110968,3.625,163000,65,35,689,0,26420
110969,3.625,417000,67,24,794,0,31080
110970,3.625,391000,65,23,715,0,42660
110971,3.25,142000,95,24,805,1,0
110972,3.875,408000,77,40,697,0,36540
110973,3.75,140000,75,32,740,0,12220
110974,3.75,84000,80,33,699,1,0
110975,3.875,238000,93,42,764,0,13900
110976,4.0,224000,80,41,792,0,16980
110977,4.0,152000,80,32,655,0,31540
110979,3.75,99000,86,36,705,0,48620
110980,3.48,287000,45,41,797,0,40900
110981,4.125,235000,75,30,670,0,11700
110982,3.625,626000,51,43,718,0,31080
110983,3.375,104000,80,43,742,0,36420
110984,3.75,156000,69,41,783,0,45060
110985,3.625,400000,39,11,748,0,35840
110986,3.125,181000,85,19,722,0,0
110987,3.75,287000,78,45,768,0,33460
110988,3.75,259000,77,36,722,0,43620
110989,3.75,69000,73,31,639,0,39380
110990,3.99,410000,75,42,682,0,35620
110991,3.75,250000,80,30,691,0,46140
110992,3.99,98000,80,30,725,1,19060
110994,3.625,167000,70,31,682,0,10900
110997,3.375,401000,66,27,755,0,47900
110998,4.125,256000,80,30,654,0,29540
110999,3.875,206000,77,44,684,0,10580
111000,3.75,211000,70,17,701,0,12940
111001,3.125,255000,80,22,815,0,42340
111002,3.25,263000,49,17,808,0,14500
111003,4.5,95000,75,39,681,0,16980
111004,3.75,388000,87,35,745,0,16980
111005,3.5,385000,82,35,736,0,14460
111006,3.625,288000,80,19,757,0,20260
111007,3.287,265000,60,37,812,0,15980
111009,3.625,169000,91,19,773,0,0
111010,3.5,295000,78,31,763,0,40140
111011,3.75,259000,71,41,764,0,0
111012,3.875,133000,80,43,726,0,15380
111013,4.375,132000,51,43,654,0,0
111014,3.375,241000,19,30,809,0,35620
111015,4.25,266000,75,33,770,0,35620
111016,3.5,205000,40,40,794,0,35620
111017,4.0,119000,77,41,704,0,33220
111018,3.625,280000,80,44,732,0,13740
111019,3.0,100000,31,45,683,0,30780
111020,3.5,102000,80,42,698,0,30700
111021,3.5,402000,75,39,699,0,16980
111022,3.5,266000,82,38,671,0,31080
111023,3.25,352000,95,28,759,0,35620
111024,3.875,213000,16,37,800,0,31080
111025,3.5,228000,80,44,750,0,38900
111027,3.5,94000,85,24,800,0,24860
111028,3.375,417000,66,41,722,0,31080
111029,3.625,147000,68,43,778,0,36260
111031,3.25,141000,90,25,685,0,0
111032,3.75,131000,75,31,745,1,0
111033,3.17,262000,55,27,804,0,41740
111034,3.75,140000,79,25,788,0,41660
111036,3.625,348000,80,41,715,1,14860
111037,3.75,254000,75,42,762,0,17820
111038,5.25,61000,75,33,664,0,0
111040,3.625,228000,95,38,748,0,28140
111041,3.625,415000,60,40,740,0,31080
111042,4.5,290000,79,41,637,0,35620
111043,4.0,148000,80,20,791,0,42660
111044,3.625,449000,75,42,743,0,41860
111045,3.75,288000,84,34,745,0,41940
111046,3.375,167000,49,29,703,0,35380
111047,3.375,123000,64,25,691,0,0
111048,3.375,202000,63,29,721,0,36260
111049,3.875,192000,94,32,739,0,39300
111050,3.75,255000,57,41,773,0,19820
111051,3.5,50000,20,43,700,0,0
111052,3.375,270000,78,30,768,0,15380
111053,3.375,404000,56,36,669,0,31080
111054,3.3960000000000004,360000,74,27,753,0,0
111055,3.75,240000,80,25,720,1,35620
111056,3.5,417000,73,49,732,0,35620
111057,3.625,157000,70,44,764,0,0
111058,3.625,173000,61,42,703,0,41620
111059,3.625,250000,74,26,754,0,14460
111060,3.625,300000,73,14,709,0,29180
111061,3.375,72000,59,28,746,0,0
111063,3.75,127000,29,13,823,0,31080
111064,3.475,182000,48,36,700,0,40140
111065,3.375,414000,71,24,776,0,49340
111066,3.625,248000,63,40,782,0,38060
111067,3.5,548000,53,38,750,0,41940
111068,4.0,196000,80,43,639,0,13460
111069,4.25,106000,67,32,642,0,0
111070,3.875,75000,59,41,778,0,41180
111071,3.99,90000,70,25,687,0,36540
111072,3.125,176000,68,30,792,0,30780
111073,3.95,224000,78,36,786,0,33460
111074,3.375,236000,80,19,807,0,24340
111075,3.75,161000,92,33,780,1,43420
111076,3.5,228000,75,21,745,0,12700
111077,3.5,290000,49,45,689,0,14460
111078,4.125,169000,71,31,697,0,0
111079,3.0,196000,89,45,728,1,47260
111080,3.5,360000,66,35,789,0,0
111081,3.75,303000,77,25,735,0,17140
111082,3.6,65000,50,30,783,0,40220
111083,3.75,357000,78,31,739,0,33460
111084,3.5,192000,30,40,797,0,31080
111085,4.0,414000,32,33,694,0,30780
111086,3.375,92000,66,33,680,0,43620
111087,3.75,136000,80,31,686,0,19740
111088,3.375,83000,79,25,773,0,12060
111089,4.375,327000,77,38,664,0,47900
111090,3.75,95000,75,34,697,0,31140
111091,4.625,417000,95,32,704,0,31080
111092,3.5,161000,54,27,760,0,38060
111093,3.375,138000,78,29,787,0,0
111094,3.375,249000,80,16,781,0,16980
111095,3.375,417000,67,37,775,0,41860
111096,3.5,374000,88,40,760,0,14460
111097,3.5,353000,77,37,709,0,0
111098,3.25,305000,59,43,812,0,31080
111099,3.625,400000,80,45,705,0,31080
111100,3.375,170000,70,19,722,0,37980
111101,4.25,98000,64,43,675,0,35620
111103,3.75,91000,75,20,659,1,0
111104,3.625,216000,78,22,716,0,19100
111105,4.25,32000,20,43,651,0,36140
111106,3.375,92000,85,35,719,0,0
111107,3.5,248000,68,19,737,0,0
111108,3.625,469000,63,25,805,0,41860
111109,3.75,387000,85,35,754,1,0
111110,3.75,76000,80,33,799,0,19100
111111,3.625,201000,72,33,743,0,41420
111112,3.5,120000,59,32,772,0,17460
111113,4.08,243000,65,22,675,0,44140
111114,3.25,165000,72,38,822,0,36260
111115,3.5,285000,65,49,690,0,31080
111116,3.625,365000,87,21,734,0,16860
111117,3.625,252000,80,15,701,0,49340
111118,3.75,309000,35,43,675,0,41740
111119,4.375,280000,80,30,648,0,31700
111120,4.75,270000,70,37,657,0,12420
111121,3.5,154000,39,34,764,0,15980
111122,3.875,359000,84,39,697,0,33340
111123,3.75,240000,80,44,764,0,34980
111124,3.75,116000,80,37,701,1,0
111125,3.75,158000,54,39,693,0,0
111126,3.625,201000,64,36,805,0,41860
111127,4.375,198000,90,38,686,0,16980
111128,3.5,277000,71,29,797,0,41740
111129,4.0,417000,93,35,752,0,41860
111130,4.125,54000,78,33,791,1,0
111131,3.25,417000,47,39,753,0,14460
111132,3.875,259000,78,19,730,0,31080
111133,3.625,281000,90,28,806,0,42660
111134,3.25,417000,69,42,795,0,47900
111135,3.75,166000,80,36,753,0,33460
111136,3.99,386000,78,43,700,0,25540
111137,3.75,219000,76,43,733,0,12420
111138,3.625,113000,63,28,632,0,37980
111139,4.0,173000,62,42,788,0,13380
111140,3.5,127000,92,23,767,0,24860
111141,3.875,417000,64,45,663,0,0
111142,4.625,165000,94,22,661,0,19100
111143,3.375,103000,63,38,800,0,19820
111144,3.49,205000,27,32,816,0,35620
111145,3.25,89000,34,44,681,0,21820
111146,3.375,162000,45,45,724,0,12540
111147,3.875,208000,80,32,663,0,11260
111148,3.625,411000,64,45,714,0,17820
111149,3.5,394000,79,35,786,0,16980
111150,3.5,125000,50,30,785,0,39820
111151,3.0,218000,52,31,803,0,11700
111152,4.25,105000,75,42,677,0,17140
111153,4.375,399000,95,44,715,0,28140
111154,3.5,200000,80,36,713,0,41620
111155,3.5,209000,57,43,739,0,19820
111156,3.5,296000,74,30,773,0,47900
111157,4.125,239000,69,20,701,0,37980
111158,3.5,354000,55,21,805,0,47900
111159,3.35,107000,80,30,791,0,34980
111160,3.5,177000,27,47,803,0,47300
111161,3.5,397000,59,35,747,0,16980
111162,3.5,296000,53,34,791,0,44140
111163,3.625,264000,79,44,749,0,35620
111164,3.375,118000,74,18,712,0,0
111166,4.25,139000,75,41,661,0,14500
