,origIntRate,origUPB,origLTV,origDebtIncRatio,worstCreditScore,zeroBalCode,mSA
109890,3.375,165000,95,45,775,0,20260
109891,4.25,202000,66,31,655,0,12700
109892,3.625,75000,78,30,740,0,11460
109893,3.375,466000,62,37,770,0,14460
109894,3.875,52000,80,33,718,1,30020
109895,3.5,94000,79,24,701,0,44100
109896,4.125,112000,77,33,718,0,16980
109897,3.625,354000,80,23,737,0,24340
109898,3.5,385000,89,36,777,0,39300
109899,3.75,127000,94,42,726,0,14460
109900,3.625,392000,80,41,701,0,11260
109901,3.625,130000,70,44,818,0,47580
109902,3.375,358000,72,37,787,0,45540
109903,3.49,412000,66,12,798,0,25540
109904,3.625,158000,80,36,691,0,13900
109905,4.0,236000,80,45,771,0,35620
109906,3.5,125000,55,36,743,0,29540
109907,3.375,360000,79,23,755,0,39660
109908,3.875,210000,69,45,688,0,13380
109909,3.375,74000,43,39,745,0,43100
109910,4.0,62000,78,43,662,1,0
109911,3.625,441000,58,44,769,0,41940
109912,3.625,196000,94,41,701,0,24300
109913,3.625,293000,90,38,706,0,19100
109914,3.75,92000,88,30,809,0,44180
109915,3.375,191000,67,34,704,0,45500
109916,3.5,281000,77,35,716,0,49340
109917,3.5,60000,56,14,813,0,0
109918,3.5,212000,80,12,703,0,44420
109919,3.5,404000,55,17,773,0,24860
109920,3.875,380000,78,34,673,0,31080
109921,3.5,93000,74,38,746,0,0
109922,3.125,139000,73,19,800,0,43300
109923,3.75,199000,95,26,724,0,0
109924,3.5,405000,89,29,747,0,31080
109925,3.875,205000,93,42,770,1,41180
109926,3.5,387000,66,25,708,0,41740
109927,3.5,118000,51,37,793,0,41180
109928,4.0,60000,55,20,680,0,21780
109929,3.875,383000,75,30,686,0,41740
109930,4.0,340000,54,43,626,0,35620
109931,3.875,119000,60,29,699,1,26300
109932,3.875,126000,76,39,695,0,13820
109933,3.5,306000,95,27,800,0,36260
109934,3.5,137000,94,36,740,1,31340
109935,3.625,152000,91,44,670,0,0
109936,3.875,320000,60,41,783,0,33540
109937,3.5,259000,75,45,714,0,29340
109938,3.25,316000,80,33,755,0,11700
109939,3.75,46000,34,37,653,0,0
109940,3.5,202000,78,33,705,0,26980
109941,3.375,91000,60,23,787,0,24340
109942,3.5,350000,49,45,728,0,10740
109944,3.375,366000,59,32,713,0,35620
109945,3.625,278000,78,43,722,0,0
109946,3.25,355000,73,45,761,0,31080
109947,3.375,167000,74,33,720,0,0
109948,3.375,110000,50,43,667,0,0
109949,3.75,187000,50,32,774,0,31080
109950,3.5,331000,59,40,696,0,19740
109951,4.875,188000,75,43,667,1,40220
109952,3.75,397000,80,26,670,0,35620
109953,4.25,132000,80,38,662,0,0
109954,3.25,214000,95,33,756,0,16300
109955,4.375,58000,80,46,738,0,27180
109956,3.625,191000,65,44,785,0,38900
109957,3.75,255000,70,35,676,0,46520
109958,3.75,490000,79,22,764,0,31080
109960,3.294,259000,45,23,743,0,31080
109961,3.625,605000,63,37,770,0,41860
109962,3.375,210000,40,37,771,0,35840
109963,3.375,356000,80,28,734,0,31080
109964,3.5,220000,78,30,757,0,0
109965,3.5,192000,80,40,717,0,33700
109966,3.375,335000,78,45,742,0,42660
109967,3.375,329000,58,19,799,0,39300
109968,3.25,210000,41,14,760,0,18140
109969,3.625,368000,85,27,785,0,49340
109970,3.75,133000,76,40,762,0,38860
109972,3.5,388000,61,14,748,0,38900
109973,3.625,481000,49,36,701,0,41500
109974,3.875,109000,75,30,646,0,33660
109975,3.875,148000,80,37,655,0,31080
109976,3.625,386000,59,25,756,0,31080
109977,3.75,103000,73,37,650,0,46140
109978,3.625,237000,70,39,673,0,33460
109979,3.625,352000,52,47,704,0,31080
109980,3.25,328000,58,26,784,0,41860
109981,3.5,417000,28,28,790,0,41740
109982,3.5,417000,63,33,748,0,12060
109983,3.49,346000,78,30,794,0,41620
109984,3.5,276000,77,32,733,0,0
109985,3.95,290000,90,36,692,0,47900
109986,3.625,415000,69,11,679,0,19740
109988,4.0,60000,39,34,713,0,39740
109989,3.5,171000,35,28,751,0,25540
109990,4.0,135000,74,29,682,0,29340
109992,3.5,95000,48,42,708,0,33540
109993,3.625,90000,92,42,707,0,19430
109995,3.5,95000,35,34,805,0,30700
109996,3.625,417000,65,43,698,0,12940
109997,3.375,300000,76,45,800,0,35620
109999,3.5,615000,60,42,660,0,31080
110000,3.0,342000,32,43,787,0,14860
110001,3.875,394000,80,23,740,0,19100
110002,3.75,134000,80,37,714,0,24660
110003,4.0,256000,80,44,701,0,0
110004,3.625,146000,65,27,819,0,38900
110005,3.5,256000,61,29,808,0,41740
110006,3.875,128000,74,45,720,0,19340
110007,3.375,405000,50,45,693,0,33340
110008,3.75,184000,73,42,738,0,31080
110009,3.75,99000,50,40,753,0,39340
110010,4.5,292000,79,29,679,0,42220
110011,4.0,101000,95,31,733,0,12420
110012,3.875,160000,85,27,739,0,40140
110013,3.625,620000,77,39,705,0,35620
110014,3.625,417000,56,20,772,0,19100
110015,3.375,198000,72,26,759,0,0
110016,3.625,193000,72,22,804,0,11460
110017,3.875,466000,37,32,778,0,14460
110019,3.5,312000,80,44,796,0,10740
110020,3.294,292000,80,28,804,0,19820
110021,3.5,73000,69,44,772,0,27900
110022,3.25,253000,33,32,772,0,47900
110023,3.35,309000,71,31,751,0,35620
110024,3.875,144000,83,30,653,0,0
110025,3.625,260000,42,44,670,0,42220
110026,3.5,184000,77,42,789,0,0
110027,3.875,626000,42,17,787,0,41860
110028,3.624,390000,79,36,788,0,37100
110029,3.875,175000,85,37,749,0,19100
110030,4.25,39000,57,42,785,0,42680
110031,3.5,315000,23,28,807,0,35620
110032,3.5,165000,60,41,694,0,15380
110033,4.0,98000,80,45,686,1,26620
110034,4.25,503000,75,34,678,0,41940
110035,3.625,303000,78,31,725,0,39340
110036,3.375,376000,35,20,797,0,13820
110037,3.625,618000,52,41,779,0,41860
110038,3.625,378000,90,38,707,0,0
110039,3.5,626000,46,33,805,0,41940
110040,3.625,200000,68,33,748,0,0
110041,3.75,116000,80,42,686,0,36260
110042,3.75,295000,85,45,775,0,42660
110043,3.25,623000,51,18,719,0,47900
110044,3.375,414000,42,37,686,0,41940
110045,3.75,569000,89,40,733,0,31080
110046,3.49,300000,74,44,788,0,37100
110047,4.25,204000,80,42,680,0,19100
110048,3.5,402000,52,33,751,0,31080
110049,3.125,224000,80,24,768,0,41620
110050,4.25,173000,65,41,753,0,0
110051,3.5,270000,95,31,774,0,23900
110052,3.75,369000,74,40,783,0,42660
110053,3.99,399000,58,37,640,0,14460
110054,3.99,371000,75,33,765,0,36420
110055,3.5,83000,14,29,781,0,31080
110056,3.5,71000,75,16,798,0,33860
110057,3.875,195000,68,36,704,0,39300
110058,3.75,581000,74,49,788,0,31080
110059,4.125,91000,50,19,761,0,36100
110060,3.75,388000,77,43,713,0,16980
110061,3.625,278000,68,42,640,0,39820
110062,3.75,125000,84,27,729,0,38060
110063,4.0,402000,62,23,652,0,42660
110064,4.125,167000,39,43,631,0,19100
110065,3.375,323000,52,25,808,0,28020
110066,3.5,626000,43,31,755,0,41860
110067,4.375,314000,89,42,718,0,41740
110068,3.375,200000,80,36,692,0,17820
110069,3.99,99000,76,34,789,0,13820
110070,4.25,97000,74,27,671,0,33700
110071,4.375,189000,79,39,661,0,34900
110072,3.375,374000,75,42,762,0,42660
110073,3.25,176000,79,40,720,0,17420
110074,3.875,80000,64,38,651,0,35380
110075,3.625,108000,80,44,765,0,19780
110076,3.75,252000,80,44,717,0,25540
110077,3.482,417000,75,45,732,0,41860
110078,3.5,230000,58,17,777,0,12060
110079,3.375,417000,59,18,775,0,35380
110080,3.625,310000,56,16,647,0,14460
110082,3.75,153000,85,35,723,0,39580
110083,3.75,265000,82,40,732,0,31080
110084,4.125,110000,79,27,673,0,0
110085,3.5,92000,61,39,794,0,17140
110086,3.75,225000,75,34,704,0,38060
110087,3.875,86000,66,19,708,0,15980
110088,3.625,150000,69,41,650,0,29820
110089,3.99,192000,80,30,568,0,0
110090,3.75,186000,80,28,690,0,30460
110092,3.5,408000,73,37,767,0,49340
110093,3.625,210000,77,42,750,0,31080
110094,3.25,276000,85,38,730,0,28940
110095,3.25,275000,64,29,804,0,35620
110096,3.75,133000,73,23,762,0,39580
110098,3.125,178000,80,26,802,0,15260
110099,3.875,124000,74,38,725,0,34980
110100,3.625,160000,50,37,657,0,31080
110101,3.75,232000,80,18,774,0,35620
110102,3.375,335000,80,29,754,0,25540
110103,3.369,308000,69,31,811,0,12060
110104,3.375,75000,55,42,764,0,34820
110105,3.75,250000,70,24,628,0,42660
110106,3.5,280000,63,25,786,0,12420
110107,3.375,160000,55,20,785,0,39380
110108,3.99,401000,45,44,718,0,0
110109,3.375,218000,79,41,733,0,38900
110111,3.375,336000,68,44,708,0,35620
110112,3.25,332000,68,14,777,0,17820
110113,3.875,550000,79,27,709,0,41860
110114,3.875,97000,26,45,763,0,0
110115,3.375,616000,58,23,790,0,31080
110116,3.375,235000,79,32,785,0,17020
110117,4.0,302000,38,38,709,0,41860
110118,3.625,310000,92,39,785,0,36260
110119,4.0,289000,61,19,691,0,47900
110120,3.25,138000,69,26,787,0,42100
110121,3.75,102000,78,41,625,0,48620
110122,3.5,160000,47,13,798,0,40140
110123,3.5,302000,76,33,724,0,41740
110124,3.375,416000,80,31,707,0,0
110125,3.5,288000,77,22,742,0,16980
110126,3.625,87000,75,25,672,0,20220
110127,3.5,248000,62,40,769,0,35620
110128,3.375,250000,68,42,712,0,17900
110129,3.875,65000,80,19,652,0,19380
110130,3.375,214000,78,33,816,0,0
110131,4.25,235000,80,25,654,0,35620
110132,3.75,159000,80,16,743,1,0
110133,3.5,276000,80,16,740,0,37980
110134,3.625,270000,71,28,742,0,19100
110135,3.49,284000,30,36,808,0,31100
110137,3.625,120000,78,32,703,0,26900
110138,4.0,63000,35,44,807,0,19740
110139,3.875,115000,80,36,698,0,0
110140,3.375,392000,69,15,789,0,47900
110141,4.25,240000,80,38,693,0,21660
110142,3.5,417000,79,44,762,0,41860
110143,3.625,230000,29,33,757,0,31140
110144,3.25,105000,67,33,749,0,0
110145,3.5,189000,92,28,730,0,17900
110146,4.125,337000,80,33,704,0,31100
110147,3.5,205000,79,32,735,0,14460
110148,3.78,119000,49,33,741,0,21660
110149,3.75,459000,90,44,735,0,37100
110150,3.5,356000,65,38,740,0,16980
110151,3.625,192000,45,31,729,0,42660
110152,3.375,243000,50,34,729,0,14460
110153,4.0,141000,80,36,699,0,23460
110154,3.625,209000,78,44,712,0,35300
110155,3.25,211000,63,42,744,0,20500
110156,3.25,199000,80,16,770,0,14460
110157,3.375,228000,95,21,799,0,33460
110158,3.5,168000,73,45,741,0,28940
110159,3.499,153000,72,30,792,0,19740
110160,3.125,200000,72,19,751,1,29940
110161,3.35,108000,70,26,742,0,0
110162,3.625,290000,68,44,717,0,0
110163,3.625,173000,35,15,701,0,14460
110164,3.5,204000,80,31,718,0,13740
110165,3.5,260000,44,35,682,0,35620
110166,3.5,222000,60,45,696,0,40900
110167,3.625,160000,80,37,704,0,39300
110168,3.875,69000,66,42,677,1,0
110170,3.75,103000,80,44,701,0,26900
110171,3.25,160000,95,29,716,0,39340
110172,3.99,286000,80,37,792,0,47900
110173,3.875,184000,79,29,655,0,24500
110174,3.48,397000,35,34,785,0,35620
110175,3.25,200000,95,22,787,0,30700
110176,3.5,560000,44,37,796,0,31080
110177,3.75,322000,80,38,700,0,38900
110178,3.625,238000,95,40,805,0,40900
110179,3.375,149000,77,15,763,0,28420
110180,3.5,240000,80,25,787,0,37100
110181,3.75,180000,68,31,702,0,35620
110182,3.75,500000,80,43,767,0,31080
110183,3.625,435000,35,43,678,0,41940
110184,3.625,363000,95,30,750,0,41740
110185,3.5,255000,78,32,755,0,14460
110186,3.625,85000,39,45,711,0,14460
110187,3.75,96000,70,27,634,0,34100
110188,3.25,271000,87,31,818,0,0
110189,3.625,288000,80,43,727,0,35620
110190,3.75,371000,90,40,747,0,31700
110191,3.375,300000,45,34,792,0,12100
110192,3.25,225000,28,33,818,0,47900
110193,3.5,66000,59,33,767,0,28940
110194,3.5,403000,84,30,740,0,39340
110195,3.5,380000,76,39,725,0,35620
110196,3.375,285000,50,40,806,0,41740
110197,4.5,331000,75,45,626,0,31080
110198,3.5,220000,90,41,693,0,45780
110199,3.875,264000,80,24,649,0,43300
110200,3.75,225000,93,41,697,0,34980
110201,3.625,304000,69,47,745,0,14460
110203,3.5,132000,85,40,803,0,11700
110204,3.25,87000,39,18,772,0,0
110205,3.875,257000,75,43,772,0,38060
110206,4.125,200000,79,44,668,0,0
110207,3.625,465000,62,29,793,0,14460
110208,3.625,275000,73,38,800,0,17820
110209,3.25,343000,77,31,778,0,35620
110210,3.875,506000,65,15,779,0,42660
110211,3.625,227000,80,33,726,0,0
110212,3.625,103000,56,15,647,0,19100
110213,3.25,247000,38,41,719,0,35620
110214,4.0,119000,85,30,692,0,37900
110215,4.0,215000,88,25,676,0,45820
110216,3.5,327000,79,25,798,0,40140
110217,3.625,316000,80,36,758,0,35620
110218,3.375,337000,88,31,742,0,33460
110219,3.5,416000,67,18,712,0,35300
110220,3.5,79000,53,23,664,0,17780
110221,4.0,350000,72,38,625,0,40140
110222,3.625,195000,73,32,680,0,12580
110223,4.25,100000,69,12,677,0,31700
110224,3.5,80000,20,37,735,0,14740
110225,4.0,284000,80,39,719,0,35620
110226,3.79,164000,63,24,689,0,38860
110227,3.99,249000,53,43,737,0,41940
110228,3.5,388000,67,40,719,0,42660
110229,3.25,113000,91,43,725,0,16300
110230,3.625,617000,70,27,803,0,47900
110231,3.75,135000,60,30,655,0,10540
110232,3.5,85000,80,19,757,0,17900
110233,4.0,284000,80,39,691,0,37980
110234,3.625,173000,87,41,697,0,0
110235,3.875,180000,80,40,683,0,19100
110236,3.625,199000,69,42,787,0,19820
110237,3.375,87000,44,37,794,0,28140
110238,3.875,117000,69,43,691,0,0
110239,3.75,246000,93,34,761,0,12580
110240,3.5,373000,79,42,809,0,17820
110241,3.625,250000,60,44,653,0,35380
110242,3.5,274000,67,23,777,0,42020
110243,3.875,184000,79,37,716,0,37980
110244,3.875,166000,95,38,729,1,33460
110245,4.5,53000,72,34,665,0,0
110246,3.75,137000,95,26,685,0,39300
110247,3.375,369000,80,42,795,0,31080
110248,3.625,202000,85,41,735,0,41700
110249,3.5,398000,60,49,712,0,14460
110250,3.375,364000,75,43,748,0,35620
110251,3.875,506000,77,40,714,0,42660
110252,3.5,268000,69,26,700,0,0
110253,3.5,391000,74,25,809,0,41860
110254,3.5,405000,45,36,729,0,16980
110255,3.5,242000,85,32,750,0,22380
110256,3.25,257000,52,39,733,0,39580
110257,3.375,413000,80,40,723,0,31080
110258,3.625,165000,66,41,681,0,19740
110259,3.875,64000,70,27,752,0,16860
110260,3.5,183000,53,23,757,0,41500
110261,3.875,276000,80,44,702,0,0
110262,4.25,71000,85,44,683,0,17860
110263,3.625,197000,75,23,746,0,41860
110264,3.625,305000,60,39,762,0,19100
110265,3.5,200000,32,46,718,0,41860
110266,3.375,141000,73,36,712,0,29540
110267,3.53,304000,75,40,767,0,35620
110268,3.625,140000,82,39,806,0,40380
110269,3.25,198000,39,27,807,0,31080
110270,4.125,106000,80,17,707,0,12060
110272,3.625,189000,63,45,714,0,0
110273,3.75,618000,31,37,785,0,31080
110274,3.25,170000,31,38,804,0,31080
110275,3.375,65000,57,22,801,0,38860
110276,4.625,45000,58,36,622,0,0
110277,3.25,105000,37,35,739,0,31080
110278,4.0,573000,75,35,763,0,41620
110279,3.75,384000,80,33,702,0,14460
110280,4.0,410000,66,46,684,0,35620
110281,3.25,625000,67,32,791,0,31080
110282,3.875,182000,85,34,704,0,16740
110283,3.5,264000,80,29,800,0,16980
110284,3.75,210000,64,33,806,0,19740
110285,3.5,601000,61,17,738,0,14860
110286,3.25,278000,66,34,748,0,17900
110287,4.125,196000,80,27,707,1,39580
110288,3.5,417000,51,42,758,0,17020
110289,3.375,70000,29,40,739,0,16740
110290,3.5,308000,37,29,721,0,41860
110291,3.875,138000,80,44,650,0,41620
110292,4.125,120000,78,41,706,0,41180
110293,3.5,395000,59,41,774,0,41860
110294,3.75,124000,62,44,728,0,26420
110295,3.875,183000,80,23,734,0,17140
110296,3.875,110000,77,44,701,0,38060
110297,3.75,190000,80,41,751,0,38300
110298,3.75,232000,80,30,717,0,34900
110299,3.75,184000,77,20,740,0,19740
110300,3.5,275000,62,38,802,0,0
110301,3.75,404000,39,42,770,0,42660
110302,3.375,250000,80,8,799,0,12060
110303,3.875,270000,50,40,642,0,16980
110304,3.625,366000,77,22,776,0,26620
110305,3.25,130000,51,44,715,0,14460
110306,3.5,220000,80,22,765,0,0
110307,3.375,590000,77,19,775,0,31100
110308,3.75,135000,57,40,736,0,0
110309,3.75,169000,77,30,724,0,12420
110310,3.5,275000,77,42,730,0,31080
110312,4.375,354000,64,37,655,0,0
110313,3.5,150000,51,40,792,0,0
110314,3.875,602000,73,43,781,0,31080
110315,3.375,400000,80,10,735,0,13900
110316,3.625,412000,80,41,710,0,44060
110317,3.375,411000,50,23,776,0,16980
110318,3.5,184000,80,42,759,0,41180
110319,3.625,208000,80,39,672,0,13820
110320,3.25,289000,66,43,710,0,35620
110321,3.375,182000,94,22,729,0,26820
110322,3.625,417000,74,45,672,0,16060
110323,3.5,121000,78,31,705,0,44180
110324,3.875,124000,78,42,675,0,41180
110325,3.5,260000,78,24,754,0,47260
110326,3.5,242000,79,31,691,0,0
110327,3.625,123000,80,18,757,0,38060
110328,3.375,184000,74,14,727,0,17900
110329,3.625,125000,41,17,748,0,36500
110331,3.375,372000,80,37,741,0,42220
110332,3.625,352000,80,34,746,0,37980
110333,3.625,198000,77,35,705,0,40140
110334,3.625,183000,63,34,717,0,40220
110335,3.375,374000,73,36,798,0,41940
110336,4.25,135000,60,31,642,0,0
110337,3.625,270000,49,43,638,0,28940
110338,3.5,231000,60,43,735,0,31080
110339,3.875,348000,75,37,689,0,38060
110340,3.625,492000,23,26,778,0,31080
110341,3.5,417000,73,22,785,0,16980
110342,4.125,397000,75,45,685,0,33460
110343,3.125,108000,75,20,770,0,34980
110344,3.5,358000,78,24,712,0,40060
110345,3.875,227000,73,39,726,0,31080
110346,3.125,166000,71,19,793,0,41180
110347,3.375,195000,53,30,777,0,47900
110348,4.375,289000,80,35,687,0,16220
110349,3.5,143000,44,34,797,0,42100
110350,3.5,298000,55,37,787,0,31080
110351,3.875,148000,80,45,677,0,46060
110352,3.75,99000,69,44,683,0,38060
110353,3.625,224000,54,42,742,0,40900
110356,3.75,170000,31,25,631,0,41940
110357,3.875,200000,80,37,762,0,19820
110358,3.375,410000,64,22,797,0,31080
110359,3.375,275000,43,42,768,0,41940
110360,3.3710000000000004,277000,63,32,787,0,14860
110361,3.125,260000,54,38,667,0,11260
110362,3.75,130000,77,41,683,0,0
110363,3.375,228000,80,40,783,0,35620
110364,4.06,118000,75,30,704,0,41420
110365,5.25,171000,80,28,667,0,37980
110366,3.875,346000,68,46,695,0,31080
110367,3.5,242000,76,37,711,0,41860
110368,3.5,320000,88,40,763,0,39580
110369,3.625,132000,84,34,737,0,28940
110370,3.75,172000,88,40,724,0,43340
110371,4.125,460000,80,35,700,0,35620
110372,4.25,131000,75,39,663,0,0
110373,3.25,400000,80,41,792,0,16980
110374,4.375,118000,79,45,720,0,35620
110375,3.375,155000,57,45,768,0,14460
110376,3.5,357000,54,42,694,0,14460
110377,3.625,216000,80,38,773,0,29620
110378,3.875,501000,75,41,720,0,31080
110379,3.375,308000,49,44,733,0,35620
110380,4.875,280000,75,44,638,0,19460
110381,3.5,269000,76,39,765,0,22140
110382,3.5,394000,83,20,755,0,47900
110383,3.25,296000,80,27,766,0,31540
110384,3.5,188000,75,28,798,0,16980
110385,3.875,204000,79,32,703,0,34980
110386,3.25,208000,80,28,788,0,10740
110387,3.75,299000,85,41,756,0,47260
110388,3.875,137000,89,41,770,1,0
110389,3.625,530000,64,43,698,0,42100
110390,3.375,302000,46,12,775,0,12060
110391,3.75,100000,73,44,687,0,17460
110392,3.25,257000,80,21,724,0,0
110393,3.5,290000,47,47,813,0,31080
110394,3.5,154000,80,22,709,0,0
110395,3.5,297000,77,19,781,0,42220
110396,4.0,282000,95,44,706,1,26420
110397,3.375,400000,52,40,814,0,41860
110398,3.25,150000,89,34,731,1,39740
110399,3.625,131000,94,26,758,0,30980
110400,3.5,270000,75,40,787,0,31100
110401,3.125,390000,66,44,787,0,33340
110402,3.75,98000,79,29,689,0,0
110403,3.75,149000,80,29,694,0,40380
110404,3.75,300000,75,45,627,0,31080
110405,3.5,217000,43,23,772,0,14460
110406,3.5,374000,77,39,751,0,35620
110407,3.625,449000,75,30,755,0,31080
110408,3.75,117000,78,35,691,0,19820
110409,3.5,154000,65,36,809,0,38900
110410,3.75,297000,94,31,734,0,25540
110411,3.5,232000,80,28,777,0,47900
110412,4.0,115000,80,30,683,0,25180
110413,3.242,280000,55,44,776,0,41860
110414,3.5,161000,68,28,812,0,16980
110415,3.5,245000,70,44,748,0,14460
110416,3.5,230000,49,24,791,0,17820
110417,4.625,400000,80,21,654,0,19100
110418,4.0,115000,69,42,676,0,43300
110419,3.625,148000,66,42,804,0,25540
110420,3.75,156000,87,25,725,0,42660
110421,3.875,183000,75,38,645,1,0
110422,3.625,60000,30,39,823,0,40900
110423,3.625,113000,87,14,751,0,0
110424,4.375,80000,80,41,748,0,16980
110425,3.25,230000,74,41,759,0,0
110426,3.375,133000,77,43,798,0,33740
110427,3.625,456000,80,21,793,0,42220
110428,3.75,174000,80,30,784,0,38060
110429,3.99,264000,94,45,756,0,35620
110430,3.625,176000,85,42,786,1,0
110431,3.625,276000,78,44,756,0,31080
110432,3.25,266000,80,28,791,0,13140
110433,3.375,316000,71,46,753,0,37100
110435,3.625,281000,39,30,756,0,14500
110436,3.5,171000,70,45,743,0,39340
110437,3.75,204000,80,24,661,0,32820
110438,3.5,338000,58,50,715,0,16980
110439,3.75,246000,77,42,755,0,41740
110440,3.75,350000,80,40,766,0,42660
110441,3.5,197000,61,42,778,0,0
110442,3.5,479000,51,23,729,0,41860
110443,3.392,250000,77,24,802,0,41860
110444,3.75,177000,57,46,717,0,31080
110446,3.625,114000,80,39,787,0,0
110447,4.5,124000,80,43,667,0,29200
110448,3.75,71000,66,42,687,0,24340
110449,3.5,186000,72,29,770,0,17460
110450,3.75,65000,59,28,676,0,0
110451,3.75,529000,50,44,750,0,35620
110452,3.75,179000,80,34,699,0,0
110453,3.5,234000,50,33,762,0,41860
110454,4.125,139000,75,40,659,0,10780
110455,4.125,134000,80,45,714,0,12420
110456,3.625,297000,80,35,796,0,35620
110457,3.75,200000,80,32,693,0,0
110458,3.375,393000,78,21,786,0,42660
110459,3.5,133000,84,40,756,0,36260
110460,3.625,220000,87,24,776,0,19740
110461,3.375,280000,79,29,779,0,31080
110463,4.0,116000,80,41,729,0,38300
110464,3.375,365000,83,38,769,0,40900
110465,3.99,85000,87,45,770,1,19780
110466,3.5,252000,80,31,737,0,24340
110467,3.5,173000,71,23,696,0,14460
110468,3.375,390000,80,18,780,0,16980
110469,4.0,97000,52,20,651,0,12940
110470,3.75,127000,67,31,683,0,31140
110471,3.25,225000,59,45,686,0,35620
110472,3.75,80000,45,45,645,0,13820
110473,3.5,264000,95,35,789,0,21660
110474,3.5,105000,63,23,693,0,45820
110475,3.125,91000,59,21,720,0,0
110476,3.875,146000,79,34,725,0,19340
110477,3.875,168000,73,26,785,0,0
110478,3.625,417000,60,42,697,0,37100
110479,3.625,209000,85,30,723,0,28140
110480,3.875,63000,78,19,722,0,14100
110481,3.75,132000,39,19,659,0,27140
110482,3.49,393000,62,42,771,0,31080
110483,4.125,187000,79,20,745,0,33460
110484,4.25,110000,74,32,747,0,40380
110485,4.0,130000,80,34,678,0,26620
110486,3.75,220000,80,44,730,0,37980
110487,3.75,168000,80,42,732,0,11700
110488,3.875,108000,83,42,740,1,31420
110489,3.625,263000,54,41,764,0,40900
110490,3.875,577000,65,32,801,0,41860
110491,3.625,626000,36,33,781,0,41860
110492,3.875,110000,60,45,662,0,0
110493,3.875,144000,95,27,687,0,45300
110494,3.625,147000,85,32,756,1,23460
110495,3.625,189000,86,36,787,0,35380
110496,3.375,288000,41,41,701,0,41860
110497,3.5,417000,74,49,790,0,31080
110498,3.625,384000,80,23,770,0,34580
110499,3.375,160000,80,39,729,0,0
110500,3.375,309000,56,31,719,0,31080
110501,4.25,42000,65,40,622,1,44180
110502,4.25,101000,68,42,670,0,0
110503,3.625,156000,70,42,643,0,41620
110504,3.5,417000,53,45,706,0,36740
110505,3.375,417000,38,40,797,0,31080
110506,3.5,411000,33,34,774,0,14460
110507,3.875,198000,64,20,653,0,44140
110508,4.375,375000,74,40,718,0,34980
110509,3.75,364000,80,38,752,0,19740
110510,3.75,410000,75,25,795,0,42660
110511,3.75,479000,80,40,762,0,42660
110512,3.625,92000,80,44,729,0,40380
110513,4.0,136000,65,41,727,0,0
110514,3.25,200000,52,29,771,0,47900
110515,3.75,252000,85,31,695,0,35380
110516,3.99,263000,90,39,755,1,33220
110517,3.75,231000,80,35,662,0,41940
110518,3.214,396000,20,45,750,0,41940
110519,3.25,342000,80,18,785,0,25500
110520,3.7,116000,80,17,735,0,27100
110521,3.875,300000,79,40,707,0,36260
110522,3.875,328000,90,25,694,1,39580
110523,3.25,93000,78,33,715,0,33460
110524,3.3310000000000004,389000,49,14,797,0,41860
110525,4.125,260000,91,42,745,0,0
110526,3.99,212000,80,44,731,0,35380
110527,4.0,150000,63,34,637,1,29420
110528,3.25,293000,66,19,788,0,48660
110529,3.5,60000,38,33,740,0,39140
110530,3.5,130000,92,27,734,0,43620
110531,3.75,164000,79,25,688,0,34900
110532,3.24,304000,80,28,802,0,31080
110533,3.25,183000,68,36,798,0,14460
110534,4.0,287000,77,17,677,0,16980
110535,3.5,75000,67,21,716,0,0
110536,4.625,83000,79,37,691,0,36740
110537,3.5,417000,60,44,718,0,31080
110538,3.5,130000,68,35,693,0,14460
110539,3.875,518000,88,35,743,0,41940
110540,3.375,370000,51,24,729,0,31080
110541,3.875,240000,65,44,724,0,35620
110542,3.5,315000,72,18,784,0,19100
110543,3.5,443000,76,42,727,0,41740
110544,3.5,240000,64,17,775,0,42660
110545,3.875,133000,70,28,727,0,11700
110546,4.125,531000,72,28,739,0,31080
110547,4.5,106000,77,37,640,1,40060
110549,4.25,53000,80,27,700,0,38300
110550,3.375,411000,58,36,791,0,41860
110551,4.25,65000,77,44,681,0,0
110552,3.625,254000,76,30,738,0,11460
110553,3.875,506000,57,46,709,0,42660
110554,3.5,129000,52,39,738,0,19740
110555,3.625,260000,79,45,737,0,0
110556,3.375,260000,70,43,692,0,36740
110557,3.5,173000,75,43,768,0,33100
110558,3.25,333000,74,38,762,0,31080
110559,3.75,185000,73,40,664,0,27620
110560,3.875,123000,70,33,711,0,17900
110561,3.75,118000,84,32,714,0,12580
110562,3.625,159000,64,31,807,0,0
110563,3.5,200000,66,40,755,0,37980
110564,3.99,161000,37,37,686,0,0
110565,3.5,120000,56,39,677,0,15540
110566,3.5,280000,56,39,764,0,41740
110567,3.625,240000,54,36,800,0,47900
110568,3.875,335000,77,45,714,0,0
110569,3.25,202000,16,44,803,0,41860
110570,3.532,80000,42,21,677,0,36100
110571,3.625,300000,80,30,674,0,16740
110572,4.375,364000,75,38,623,0,31080
110573,3.5,159000,78,28,695,0,44140
110574,3.875,454000,85,31,748,0,35620
110575,3.375,338000,45,16,783,0,26420
110576,3.625,109000,69,42,759,0,25940
110577,3.875,448000,77,26,762,0,47260
110578,3.25,113000,85,29,749,0,0
110579,3.5,228000,79,41,729,0,14460
110581,3.625,224000,59,44,666,0,31080
