,sellerName,origChannel,origIntRate,origUPB,origDate,firstPmtDate,origLTV,origCLTV,numBorrowers,origDebtIncRatio,borrCreditScore,BestCreditScore,WorstCreditScore,AvgCreditScore,loanPurp,propState,zipCode,pMIperct,mortInsType,fmacRate,fredRate,rateDiff,rateDiffPct,rank
158,DITECH FINANCIAL LLC,0,4.875,223000,2/1/2019,4/1/2019,55,55,2,38,692,692,692,692,R,CA,917,0,0,4.46,2.7,0.415,0.093049327,3
159,"EAGLE HOME MORTGAGE, LLC",0,5.25,344000,2/1/2019,4/1/2019,79,79,2,33,750,778,750,764,R,WA,983,0,0,4.46,2.7,0.79,0.177130045,4
160,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,0,4.875,163000,2/1/2019,4/1/2019,80,80,2,18,816,816,795,805.5,R,NJ,80,0,0,4.46,2.7,0.415,0.093049327,3
161,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,0,4.5,232000,2/1/2019,4/1/2019,60,60,2,23,688,703,688,695.5,R,ID,837,0,0,4.46,2.7,0.04,0.00896861,2
162,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,0,5.125,364000,2/1/2019,4/1/2019,77,77,2,28,699,755,699,727,R,OR,978,0,0,4.46,2.7,0.665,0.149103139,4
163,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,0,5.375,398000,2/1/2019,4/1/2019,77,77,2,50,687,699,687,693,R,PA,193,0,0,4.46,2.7,0.915,0.205156951,5
164,"FLAGSTAR BANK, FSB",0,4.291,384000,2/1/2019,3/1/2019,60,60,2,43,740,740,725,732.5,R,CA,945,0,0,4.46,2.7,-0.169,-0.037892377,2
165,FREEDOM MORTGAGE CORP.,0,4.375,180000,2/1/2019,4/1/2019,65,65,2,25,783,783,763,773,R,CO,809,0,0,4.46,2.7,-0.085,-0.019058296,2
166,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",0,4.75,271000,2/1/2019,4/1/2019,41,41,2,27,812,812,812,812,R,CA,950,0,0,4.46,2.7,0.29,0.065022422,3
167,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",0,4.625,153000,2/1/2019,4/1/2019,57,57,2,39,768,791,768,779.5,R,LA,704,0,0,4.46,2.7,0.165,0.036995516,3
168,"MOVEMENT MORTGAGE, LLC",0,4.75,457000,2/1/2019,4/1/2019,69,69,2,27,659,659,636,647.5,R,MA,20,0,0,4.46,2.7,0.29,0.065022422,3
169,"MOVEMENT MORTGAGE, LLC",0,4.75,209000,2/1/2019,4/1/2019,54,54,2,45,687,786,687,736.5,R,LA,710,0,0,4.46,2.7,0.29,0.065022422,3
170,"NATIONSTAR MORTGAGE, LLC",0,4.625,297000,2/1/2019,4/1/2019,20,20,2,14,767,789,767,778,R,CA,949,0,0,4.46,2.7,0.165,0.036995516,3
171,"NATIONSTAR MORTGAGE, LLC",0,4.875,285000,2/1/2019,4/1/2019,70,70,2,26,803,803,792,797.5,R,OR,970,0,0,4.46,2.7,0.415,0.093049327,3
172,"NATIONSTAR MORTGAGE, LLC",0,4.875,227000,2/1/2019,4/1/2019,58,58,2,30,814,814,806,810,R,OR,970,0,0,4.46,2.7,0.415,0.093049327,3
173,PENNYMAC CORP.,2,5.125,262000,2/1/2019,4/1/2019,85,85,2,30,733,733,718,725.5,R,MN,557,12,1,4.46,2.7,0.665,0.149103139,4
174,PENNYMAC CORP.,2,4.99,270000,2/1/2019,4/1/2019,84,84,2,35,681,683,681,682,R,UT,840,12,1,4.46,2.7,0.53,0.118834081,4
175,PENNYMAC CORP.,2,4.875,80000,2/1/2019,4/1/2019,85,85,2,36,781,781,712,746.5,R,MT,596,12,1,4.46,2.7,0.415,0.093049327,3
176,PENNYMAC CORP.,2,5.5,290000,2/1/2019,4/1/2019,85,85,2,38,707,783,707,745,R,MT,598,12,1,4.46,2.7,1.04,0.233183857,5
177,PENNYMAC CORP.,2,4.625,163000,2/1/2019,4/1/2019,82,82,2,41,761,761,761,761,R,MO,633,12,1,4.46,2.7,0.165,0.036995516,3
178,PENNYMAC CORP.,2,4.875,356000,2/1/2019,4/1/2019,85,85,2,45,749,749,729,739,R,UT,847,12,1,4.46,2.7,0.415,0.093049327,3
179,QUICKEN LOANS INC.,2,4.75,416000,2/1/2019,4/1/2019,85,85,2,50,704,714,704,709,R,CA,919,12,1,4.46,2.7,0.29,0.065022422,3
180,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.375,463000,2/1/2019,4/1/2019,85,85,2,43,701,785,701,743,R,FL,330,12,1,4.46,2.7,-0.085,-0.019058296,2
181,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,5,524000,2/1/2019,4/1/2019,85,85,2,45,715,715,690,702.5,R,CA,920,12,1,4.46,2.7,0.54,0.121076233,4
182,"WELLS FARGO BANK, N.A.",2,4.25,379000,2/1/2019,4/1/2019,85,85,2,20,743,743,739,741,R,NJ,80,12,1,4.46,2.7,-0.21,-0.047085202,2
183,"WELLS FARGO BANK, N.A.",2,4.5,211000,2/1/2019,4/1/2019,85,85,2,38,775,775,752,763.5,R,AR,720,12,1,4.46,2.7,0.04,0.00896861,2
184,OTHER,2,4.5,336000,2/1/2019,3/1/2019,95,95,2,41,656,670,656,663,R,ID,836,16,1,4.46,2.7,0.04,0.00896861,2
185,"WELLS FARGO BANK, N.A.",2,4.5,152000,2/1/2019,3/1/2019,85,85,2,39,730,739,730,734.5,R,AR,726,20,1,4.46,2.7,0.04,0.00896861,2
186,"AMERIHOME MORTGAGE COMPANY, LLC",2,4.25,256000,2/1/2019,4/1/2019,88,88,2,31,780,795,780,787.5,R,IA,500,25,1,4.46,2.7,-0.21,-0.047085202,2
187,DITECH FINANCIAL LLC,2,5,162000,2/1/2019,4/1/2019,90,90,2,38,694,694,673,683.5,R,CT,66,25,1,4.46,2.7,0.54,0.121076233,4
188,FREEDOM MORTGAGE CORP.,2,4.375,362000,2/1/2019,4/1/2019,90,90,2,35,755,755,747,751,R,MN,550,25,1,4.46,2.7,-0.085,-0.019058296,2
189,OTHER,2,5.125,303000,2/1/2019,4/1/2019,90,90,2,19,784,803,784,793.5,R,MO,631,25,1,4.46,2.7,0.665,0.149103139,4
190,OTHER,2,4.375,108000,2/1/2019,4/1/2019,87,87,2,21,788,788,788,788,R,IA,522,25,1,4.46,2.7,-0.085,-0.019058296,2
191,OTHER,2,4.875,234000,2/1/2019,4/1/2019,90,90,2,24,779,779,712,745.5,R,KY,427,25,1,4.46,2.7,0.415,0.093049327,3
192,OTHER,2,4.75,175000,2/1/2019,4/1/2019,88,88,2,27,749,749,744,746.5,R,KS,670,25,1,4.46,2.7,0.29,0.065022422,3
193,OTHER,2,5,250000,2/1/2019,4/1/2019,88,88,2,34,742,742,685,713.5,R,MN,567,25,1,4.46,2.7,0.54,0.121076233,4
194,OTHER,2,4.75,260000,2/1/2019,4/1/2019,87,87,2,38,718,727,718,722.5,R,MN,567,25,1,4.46,2.7,0.29,0.065022422,3
195,OTHER,2,5.5,453000,2/1/2019,4/1/2019,88,88,2,41,790,790,757,773.5,R,IL,605,25,1,4.46,2.7,1.04,0.233183857,5
196,OTHER,2,4.375,396000,2/1/2019,4/1/2019,90,90,2,48,732,765,732,748.5,R,LA,706,25,1,4.46,2.7,-0.085,-0.019058296,2
197,PENNYMAC CORP.,2,5.125,270000,2/1/2019,4/1/2019,88,88,2,18,743,802,743,772.5,R,OR,978,25,1,4.46,2.7,0.665,0.149103139,4
198,PENNYMAC CORP.,2,4.99,254000,2/1/2019,4/1/2019,87,87,2,20,721,746,721,733.5,R,TX,785,25,1,4.46,2.7,0.53,0.118834081,4
199,PENNYMAC CORP.,2,4.5,424000,2/1/2019,4/1/2019,88,88,2,23,798,798,791,794.5,R,MN,550,25,1,4.46,2.7,0.04,0.00896861,2
200,PENNYMAC CORP.,2,4.99,265000,2/1/2019,4/1/2019,90,90,2,29,743,801,743,772,R,SC,290,25,1,4.46,2.7,0.53,0.118834081,4
201,PENNYMAC CORP.,2,4.875,468000,2/1/2019,4/1/2019,90,90,2,32,776,776,772,774,R,IL,601,25,1,4.46,2.7,0.415,0.093049327,3
202,PENNYMAC CORP.,2,5.125,386000,2/1/2019,4/1/2019,89,89,2,34,678,707,678,692.5,R,CO,800,25,1,4.46,2.7,0.665,0.149103139,4
203,PENNYMAC CORP.,2,4,398000,2/1/2019,4/1/2019,88,88,2,41,774,774,730,752,R,IN,461,25,1,4.46,2.7,-0.46,-0.103139013,1
204,PENNYMAC CORP.,2,4.75,463000,2/1/2019,4/1/2019,87,87,2,49,716,749,716,732.5,R,GA,303,25,1,4.46,2.7,0.29,0.065022422,3
205,TRUIST BANK (FORMERLY SUNTRUST BANK),2,4.875,357000,2/1/2019,4/1/2019,87,87,2,33,723,753,723,738,R,LA,701,25,1,4.46,2.7,0.415,0.093049327,3
206,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.375,199000,2/1/2019,4/1/2019,93,93,2,36,770,780,770,775,R,MN,559,25,1,4.46,2.7,-0.085,-0.019058296,2
207,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,5.047,164000,2/1/2019,4/1/2019,89,89,2,41,814,814,768,791,R,AL,357,25,1,4.46,2.7,0.587,0.13161435,4
208,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,5.226,177000,2/1/2019,4/1/2019,87,87,2,44,765,765,707,736,R,TN,385,25,1,4.46,2.7,0.766,0.171748879,4
209,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.375,374000,2/1/2019,4/1/2019,90,90,2,44,745,745,721,733,R,UT,846,25,1,4.46,2.7,-0.085,-0.019058296,2
210,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.75,566000,2/1/2019,4/1/2019,93,93,2,50,696,727,696,711.5,R,CA,950,25,1,4.46,2.7,0.29,0.065022422,3
211,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.5,203000,2/1/2019,5/1/2019,90,90,2,17,814,814,784,799,R,MO,631,25,1,4.46,2.7,0.04,0.00896861,2
212,"WELLS FARGO BANK, N.A.",2,4.99,397000,2/1/2019,4/1/2019,90,90,2,33,768,781,768,774.5,R,GA,305,25,1,4.46,2.7,0.53,0.118834081,4
213,"WELLS FARGO BANK, N.A.",2,5.5,226000,2/1/2019,4/1/2019,90,90,2,44,751,751,660,705.5,R,MS,389,25,1,4.46,2.7,1.04,0.233183857,5
214,"WELLS FARGO BANK, N.A.",2,4.875,290000,2/1/2019,4/1/2019,89,89,2,48,687,687,681,684,R,AL,359,25,1,4.46,2.7,0.415,0.093049327,3
215,"AMERIHOME MORTGAGE COMPANY, LLC",2,4.99,270000,2/1/2019,4/1/2019,95,95,2,34,647,659,647,653,R,TX,783,30,1,4.46,2.7,0.53,0.118834081,4
216,OTHER,2,5.625,233000,2/1/2019,4/1/2019,95,95,2,36,729,729,728,728.5,R,CO,808,30,1,4.46,2.7,1.165,0.261210762,5
217,OTHER,2,4.75,353000,2/1/2019,4/1/2019,92,92,2,39,782,782,701,741.5,R,IL,622,30,1,4.46,2.7,0.29,0.065022422,3
218,OTHER,2,5.125,258000,2/1/2019,4/1/2019,95,95,2,41,764,813,764,788.5,R,IL,609,30,1,4.46,2.7,0.665,0.149103139,4
219,OTHER,2,4.625,285000,2/1/2019,4/1/2019,92,92,2,41,735,752,735,743.5,R,NJ,88,30,1,4.46,2.7,0.165,0.036995516,3
220,OTHER,2,4.75,300000,2/1/2019,4/1/2019,95,95,2,41,715,719,715,717,R,WI,546,30,1,4.46,2.7,0.29,0.065022422,3
221,OTHER,2,4.875,428000,2/1/2019,4/1/2019,95,95,2,42,699,710,699,704.5,R,MN,558,30,1,4.46,2.7,0.415,0.093049327,3
222,OTHER,2,4.7,438000,2/1/2019,4/1/2019,93,93,2,46,727,757,727,742,R,SC,290,30,1,4.46,2.7,0.24,0.053811659,3
223,PENNYMAC CORP.,2,4.875,316000,2/1/2019,4/1/2019,95,95,2,29,785,785,775,780,R,NJ,70,30,1,4.46,2.7,0.415,0.093049327,3
224,PENNYMAC CORP.,2,4.75,234000,2/1/2019,4/1/2019,90,90,2,31,759,810,759,784.5,R,TN,373,30,1,4.46,2.7,0.29,0.065022422,3
225,PENNYMAC CORP.,2,4.875,295000,2/1/2019,4/1/2019,95,95,2,34,784,784,769,776.5,R,VA,232,30,1,4.46,2.7,0.415,0.093049327,3
226,PENNYMAC CORP.,2,4.625,332000,2/1/2019,4/1/2019,94,94,2,39,722,750,722,736,R,DE,197,30,1,4.46,2.7,0.165,0.036995516,3
227,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.5,105000,2/1/2019,4/1/2019,95,95,2,32,785,785,735,760,R,ND,580,30,1,4.46,2.7,0.04,0.00896861,2
228,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.875,166000,2/1/2019,4/1/2019,94,94,2,42,747,747,723,735,R,TN,370,30,1,4.46,2.7,0.415,0.093049327,3
229,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.5,606000,2/1/2019,4/1/2019,95,95,2,45,738,738,714,726,R,CA,906,30,1,4.46,2.7,0.04,0.00896861,2
230,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.375,472000,2/1/2019,5/1/2019,91,91,2,27,750,750,721,735.5,R,WA,983,30,1,4.46,2.7,-0.085,-0.019058296,2
231,"WELLS FARGO BANK, N.A.",2,4.5,251000,2/1/2019,4/1/2019,93,93,2,44,755,755,755,755,R,ID,838,30,1,4.46,2.7,0.04,0.00896861,2
232,OTHER,2,4.875,165000,2/1/2019,4/1/2019,95,95,3,50,761,761,736,748.5,R,KY,407,30,1,4.46,2.7,0.415,0.093049327,3
233,"AMERIHOME MORTGAGE COMPANY, LLC",2,4.625,192000,2/1/2019,4/1/2019,84,84,1,39,721,721,721,721,R,CA,932,12,2,4.46,2.7,0.165,0.036995516,3
234,PENNYMAC CORP.,2,4.375,214000,2/1/2019,4/1/2019,81,81,1,40,777,777,777,777,R,OR,975,12,2,4.46,2.7,-0.085,-0.019058296,2
235,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.875,453000,2/1/2019,3/1/2019,85,85,1,31,771,771,771,771,R,MO,631,12,2,4.46,2.7,0.415,0.093049327,3
236,"AMERIHOME MORTGAGE COMPANY, LLC",2,4.875,320000,2/1/2019,4/1/2019,90,90,1,46,800,800,800,800,R,CO,802,25,2,4.46,2.7,0.415,0.093049327,3
237,QUICKEN LOANS INC.,2,4.5,669000,2/1/2019,4/1/2019,87,87,1,27,759,759,759,759,R,CA,945,25,2,4.46,2.7,0.04,0.00896861,2
238,"WELLS FARGO BANK, N.A.",2,4.75,315000,2/1/2019,4/1/2019,69,69,2,41,730,730,707,718.5,R,CO,804,0,0,4.46,2.7,0.29,0.065022422,3
239,"WELLS FARGO BANK, N.A.",2,4.375,356000,2/1/2019,4/1/2019,51,51,2,42,760,760,711,735.5,R,FL,339,0,0,4.46,2.7,-0.085,-0.019058296,2
240,"WELLS FARGO BANK, N.A.",2,4.125,176000,2/1/2019,4/1/2019,48,48,2,42,790,796,790,793,R,OR,970,0,0,4.46,2.7,-0.335,-0.075112108,1
241,"WELLS FARGO BANK, N.A.",2,5.5,55000,2/1/2019,4/1/2019,46,46,2,44,739,739,739,739,R,WI,539,0,0,4.46,2.7,1.04,0.233183857,5
242,"WELLS FARGO BANK, N.A.",2,5.5,361000,2/1/2019,4/1/2019,73,73,2,45,697,697,677,687,R,OK,730,0,0,4.46,2.7,1.04,0.233183857,5
243,"WELLS FARGO BANK, N.A.",2,4.25,565000,2/1/2019,4/1/2019,41,41,2,46,691,726,691,708.5,R,CA,940,0,0,4.46,2.7,-0.21,-0.047085202,2
244,"WELLS FARGO BANK, N.A.",2,4.625,402000,2/1/2019,4/1/2019,65,67,2,46,797,797,747,772,R,CO,805,0,0,4.46,2.7,0.165,0.036995516,3
245,"WELLS FARGO BANK, N.A.",2,5.375,202000,2/1/2019,4/1/2019,79,79,2,46,660,679,660,669.5,R,TX,785,0,0,4.46,2.7,0.915,0.205156951,5
246,"WELLS FARGO BANK, N.A.",2,4.5,361000,2/1/2019,4/1/2019,60,60,2,47,645,645,642,643.5,R,CA,913,0,0,4.46,2.7,0.04,0.00896861,2
247,"WELLS FARGO BANK, N.A.",2,5.5,424000,2/1/2019,4/1/2019,80,80,2,48,667,749,667,708,R,CT,64,0,0,4.46,2.7,1.04,0.233183857,5
248,"WELLS FARGO BANK, N.A.",2,5.125,230000,2/1/2019,4/1/2019,51,51,2,48,790,791,790,790.5,R,IN,466,0,0,4.46,2.7,0.665,0.149103139,4
249,"WELLS FARGO BANK, N.A.",2,4.25,297000,2/1/2019,4/1/2019,47,47,2,49,820,823,820,821.5,R,CA,953,0,0,4.46,2.7,-0.21,-0.047085202,2
250,"WELLS FARGO BANK, N.A.",2,4.5,237000,2/1/2019,4/1/2019,51,51,2,49,792,817,792,804.5,R,MA,19,0,0,4.46,2.7,0.04,0.00896861,2
251,OTHER,2,4.875,298000,2/1/2019,4/1/2019,77,77,3,39,715,716,715,715.5,R,TX,780,0,0,4.46,2.7,0.415,0.093049327,3
252,"WELLS FARGO BANK, N.A.",2,4.625,425000,2/1/2019,4/1/2019,60,60,3,46,641,803,641,722,R,WI,535,0,0,4.46,2.7,0.165,0.036995516,3
253,"AMERIHOME MORTGAGE COMPANY, LLC",2,4.875,251000,2/1/2019,4/1/2019,83,83,1,37,747,747,747,747,R,MN,554,12,1,4.46,2.7,0.415,0.093049327,3
254,"AMERIHOME MORTGAGE COMPANY, LLC",2,4.375,326000,2/1/2019,4/1/2019,85,85,1,42,782,782,782,782,R,PA,190,12,1,4.46,2.7,-0.085,-0.019058296,2
255,"AMERIHOME MORTGAGE COMPANY, LLC",2,5,114000,2/1/2019,4/1/2019,83,83,1,46,714,714,714,714,R,AZ,857,12,1,4.46,2.7,0.54,0.121076233,4
256,"FLAGSTAR BANK, FSB",2,5,305000,2/1/2019,4/1/2019,82,82,1,36,715,715,715,715,R,ID,838,12,1,4.46,2.7,0.54,0.121076233,4
257,"FLAGSTAR BANK, FSB",2,4.99,659000,2/1/2019,4/1/2019,85,85,1,48,726,726,726,726,R,CA,920,12,1,4.46,2.7,0.53,0.118834081,4
258,"LAKEVIEW LOAN SERVICING, LLC",2,4.75,263000,2/1/2019,4/1/2019,85,85,1,46,708,708,708,708,R,RI,28,12,1,4.46,2.7,0.29,0.065022422,3
259,OTHER,2,4.5,106000,2/1/2019,4/1/2019,82,82,1,31,737,737,737,737,R,WY,827,12,1,4.46,2.7,0.04,0.00896861,2
260,OTHER,2,4.875,272000,2/1/2019,4/1/2019,83,83,1,37,687,687,687,687,R,MI,483,12,1,4.46,2.7,0.415,0.093049327,3
261,OTHER,2,5,137000,2/1/2019,4/1/2019,84,84,1,38,727,727,727,727,R,AL,364,12,1,4.46,2.7,0.54,0.121076233,4
262,OTHER,2,4.625,156000,2/1/2019,4/1/2019,85,85,1,38,793,793,793,793,R,IA,504,12,1,4.46,2.7,0.165,0.036995516,3
263,OTHER,2,4.875,218000,2/1/2019,4/1/2019,85,85,1,38,696,696,696,696,R,SD,570,12,1,4.46,2.7,0.415,0.093049327,3
264,OTHER,2,4.75,298000,2/1/2019,4/1/2019,83,83,1,49,770,770,770,770,R,FL,325,12,1,4.46,2.7,0.29,0.065022422,3
265,PENNYMAC CORP.,2,4.5,289000,2/1/2019,4/1/2019,85,85,1,24,759,759,759,759,R,UT,844,12,1,4.46,2.7,0.04,0.00896861,2
266,PENNYMAC CORP.,2,4.375,277000,2/1/2019,4/1/2019,83,83,1,30,696,696,696,696,R,MD,211,12,1,4.46,2.7,-0.085,-0.019058296,2
267,PENNYMAC CORP.,2,4.5,158000,2/1/2019,4/1/2019,85,85,1,35,753,753,753,753,R,TX,775,12,1,4.46,2.7,0.04,0.00896861,2
268,PENNYMAC CORP.,2,4.375,218000,2/1/2019,4/1/2019,84,84,1,40,722,722,722,722,R,AZ,853,12,1,4.46,2.7,-0.085,-0.019058296,2
269,PENNYMAC CORP.,2,5.5,376000,2/1/2019,4/1/2019,84,84,1,43,690,690,690,690,R,VA,233,12,1,4.46,2.7,1.04,0.233183857,5
270,PENNYMAC CORP.,2,4.375,261000,2/1/2019,4/1/2019,82,82,1,43,728,728,728,728,R,WA,986,12,1,4.46,2.7,-0.085,-0.019058296,2
271,PENNYMAC CORP.,2,4.99,271000,2/1/2019,4/1/2019,85,85,1,46,674,674,674,674,R,WA,982,12,1,4.46,2.7,0.53,0.118834081,4
272,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.25,164000,2/1/2019,4/1/2019,85,85,1,31,738,738,738,738,R,AL,360,12,1,4.46,2.7,-0.21,-0.047085202,2
273,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.375,382000,2/1/2019,5/1/2019,84,84,1,46,761,761,761,761,R,CO,802,12,1,4.46,2.7,-0.085,-0.019058296,2
274,"WELLS FARGO BANK, N.A.",2,4.25,211000,2/1/2019,4/1/2019,85,85,1,32,726,726,726,726,R,CA,922,12,1,4.46,2.7,-0.21,-0.047085202,2
275,"WELLS FARGO BANK, N.A.",2,4.875,198000,2/1/2019,4/1/2019,84,84,1,41,805,805,805,805,R,IL,604,12,1,4.46,2.7,0.415,0.093049327,3
276,"WELLS FARGO BANK, N.A.",2,4.25,272000,2/1/2019,4/1/2019,84,84,1,45,791,791,791,791,R,NC,275,12,1,4.46,2.7,-0.21,-0.047085202,2
277,"WELLS FARGO BANK, N.A.",2,4.875,382000,2/1/2019,4/1/2019,84,84,1,46,723,723,723,723,R,CA,921,12,1,4.46,2.7,0.415,0.093049327,3
278,"WELLS FARGO BANK, N.A.",2,4.625,267000,2/1/2019,4/1/2019,84,84,1,46,753,753,753,753,R,IN,467,12,1,4.46,2.7,0.165,0.036995516,3
279,"WELLS FARGO BANK, N.A.",2,4.375,315000,2/1/2019,4/1/2019,85,85,1,46,779,779,779,779,R,TN,371,12,1,4.46,2.7,-0.085,-0.019058296,2
280,"WELLS FARGO BANK, N.A.",2,4.5,237000,2/1/2019,4/1/2019,85,85,1,49,754,754,754,754,R,UT,840,12,1,4.46,2.7,0.04,0.00896861,2
281,"WELLS FARGO BANK, N.A.",2,4.875,340000,2/1/2019,4/1/2019,82,82,1,50,719,719,719,719,R,NJ,85,12,1,4.46,2.7,0.415,0.093049327,3
282,"AMERIHOME MORTGAGE COMPANY, LLC",2,4.375,126000,2/1/2019,4/1/2019,90,90,1,26,814,814,814,814,R,MO,658,25,1,4.46,2.7,-0.085,-0.019058296,2
283,"AMERIHOME MORTGAGE COMPANY, LLC",2,5.875,381000,2/1/2019,4/1/2019,90,90,1,33,793,793,793,793,R,MO,630,25,1,4.46,2.7,1.415,0.317264574,6
284,"AMERIHOME MORTGAGE COMPANY, LLC",2,4.25,416000,2/1/2019,4/1/2019,90,90,1,37,795,795,795,795,R,MO,631,25,1,4.46,2.7,-0.21,-0.047085202,2
285,"AMERIHOME MORTGAGE COMPANY, LLC",2,5.375,140000,2/1/2019,4/1/2019,90,90,1,42,657,657,657,657,R,IL,615,25,1,4.46,2.7,0.915,0.205156951,5
286,"AMERIHOME MORTGAGE COMPANY, LLC",2,5.25,192000,2/1/2019,4/1/2019,88,88,1,42,727,727,727,727,R,NC,277,25,1,4.46,2.7,0.79,0.177130045,4
287,"AMERIHOME MORTGAGE COMPANY, LLC",2,4.5,220000,2/1/2019,4/1/2019,90,90,1,48,729,729,729,729,R,IA,500,25,1,4.46,2.7,0.04,0.00896861,2
288,"AMERIHOME MORTGAGE COMPANY, LLC",2,4.875,181000,2/1/2019,4/1/2019,87,87,1,48,759,759,759,759,R,MI,494,25,1,4.46,2.7,0.415,0.093049327,3
289,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,2,4.5,395000,2/1/2019,4/1/2019,90,90,1,38,736,736,736,736,R,AL,350,25,1,4.46,2.7,0.04,0.00896861,2
290,"FLAGSTAR BANK, FSB",2,4.875,223000,2/1/2019,4/1/2019,95,95,1,46,757,757,757,757,R,CA,953,25,1,4.46,2.7,0.415,0.093049327,3
291,"LAKEVIEW LOAN SERVICING, LLC",2,5.875,157000,2/1/2019,4/1/2019,88,88,1,19,637,637,637,637,R,IL,600,25,1,4.46,2.7,1.415,0.317264574,6
292,"LAKEVIEW LOAN SERVICING, LLC",2,4.75,279000,2/1/2019,4/1/2019,90,90,1,36,741,741,741,741,R,IL,600,25,1,4.46,2.7,0.29,0.065022422,3
293,"LAKEVIEW LOAN SERVICING, LLC",2,4.75,295000,2/1/2019,4/1/2019,86,86,1,42,819,819,819,819,R,MA,27,25,1,4.46,2.7,0.29,0.065022422,3
294,OTHER,2,4.75,275000,2/1/2019,4/1/2019,90,90,1,22,736,736,736,736,R,WI,541,25,1,4.46,2.7,0.29,0.065022422,3
295,OTHER,2,4.25,242000,2/1/2019,4/1/2019,87,87,1,27,731,731,731,731,R,NC,287,25,1,4.46,2.7,-0.21,-0.047085202,2
296,OTHER,2,4.625,484000,2/1/2019,4/1/2019,90,90,1,35,774,774,774,774,R,SD,570,25,1,4.46,2.7,0.165,0.036995516,3
297,OTHER,2,4.75,243000,2/1/2019,4/1/2019,90,90,1,39,683,683,683,683,R,NM,871,25,1,4.46,2.7,0.29,0.065022422,3
298,OTHER,2,5.25,157000,2/1/2019,4/1/2019,88,88,1,46,757,757,757,757,R,OH,442,25,1,4.46,2.7,0.79,0.177130045,4
299,OTHER,2,4.75,533000,2/1/2019,4/1/2019,89,89,1,47,734,734,734,734,R,CA,930,25,1,4.46,2.7,0.29,0.065022422,3
300,OTHER,2,4.75,171000,2/1/2019,4/1/2019,95,95,1,47,715,715,715,715,R,NC,287,25,1,4.46,2.7,0.29,0.065022422,3
301,PENNYMAC CORP.,2,5,294000,2/1/2019,3/1/2019,88,88,1,45,752,752,752,752,R,NY,142,25,1,4.46,2.7,0.54,0.121076233,4
302,PENNYMAC CORP.,2,4.5,186000,2/1/2019,4/1/2019,93,93,1,28,690,690,690,690,R,WI,537,25,1,4.46,2.7,0.04,0.00896861,2
303,PENNYMAC CORP.,2,4.5,473000,2/1/2019,4/1/2019,90,90,1,35,790,790,790,790,R,CA,919,25,1,4.46,2.7,0.04,0.00896861,2
304,PENNYMAC CORP.,2,4.5,200000,2/1/2019,4/1/2019,88,88,1,41,778,778,778,778,R,UT,846,25,1,4.46,2.7,0.04,0.00896861,2
305,PENNYMAC CORP.,2,4.875,450000,2/1/2019,4/1/2019,91,91,1,44,689,689,689,689,R,RI,28,25,1,4.46,2.7,0.415,0.093049327,3
306,PENNYMAC CORP.,2,4.75,204000,2/1/2019,4/1/2019,87,87,1,49,780,780,780,780,R,VA,238,25,1,4.46,2.7,0.29,0.065022422,3
307,PENNYMAC CORP.,2,4.75,333000,2/1/2019,5/1/2019,89,89,1,40,705,705,705,705,R,MD,206,25,1,4.46,2.7,0.29,0.065022422,3
308,U.S. BANK N.A.,2,4.5,306000,2/1/2019,4/1/2019,89,89,1,45,755,755,755,755,R,MA,23,25,1,4.46,2.7,0.04,0.00896861,2
