,sellerName,origChannel,origIntRate,origUPB,origDate,firstPmtDate,origLTV,origCLTV,numBorrowers,origDebtIncRatio,borrCreditScore,BestCreditScore,WorstCreditScore,AvgCreditScore,loanPurp,propState,zipCode,pMIperct,mortInsType,fmacRate,fredRate,rateDiff,rateDiffPct,rank
23603,OTHER,2,4.875,65000,1/1/2019,3/1/2019,20,20,1,41,781,781,781,781,C,MI,484,0,0,4.55,2.69,0.325,0.071428571,3
23604,OTHER,2,4.99,230000,1/1/2019,3/1/2019,80,80,1,41,759,759,759,759,C,MI,481,0,0,4.55,2.69,0.44,0.096703297,3
23605,OTHER,2,4.99,159000,1/1/2019,3/1/2019,56,56,1,41,660,660,660,660,C,NV,890,0,0,4.55,2.69,0.44,0.096703297,3
23606,OTHER,2,4.875,350000,1/1/2019,3/1/2019,55,55,1,41,783,783,783,783,C,TN,372,0,0,4.55,2.69,0.325,0.071428571,3
23607,OTHER,2,4.625,405000,1/1/2019,3/1/2019,58,58,1,42,762,762,762,762,C,CA,913,0,0,4.55,2.69,0.075,0.016483516,2
23608,OTHER,2,4.75,80000,1/1/2019,3/1/2019,54,54,1,42,690,690,690,690,C,IA,503,0,0,4.55,2.69,0.2,0.043956044,3
23609,OTHER,2,4.875,78000,1/1/2019,3/1/2019,80,80,1,42,753,753,753,753,C,IA,505,0,0,4.55,2.69,0.325,0.071428571,3
23610,OTHER,2,4.5,93000,1/1/2019,3/1/2019,36,36,1,42,741,741,741,741,C,ID,838,0,0,4.55,2.69,-0.05,-0.010989011,2
23611,OTHER,2,5,78000,1/1/2019,3/1/2019,37,37,1,42,775,775,775,775,C,TX,760,0,0,4.55,2.69,0.45,0.098901099,3
23612,OTHER,2,5.25,199000,1/1/2019,3/1/2019,75,75,1,43,661,661,661,661,C,FL,328,0,0,4.55,2.69,0.7,0.153846154,4
23613,OTHER,2,4.875,295000,1/1/2019,3/1/2019,69,69,1,43,733,733,733,733,C,WA,981,0,0,4.55,2.69,0.325,0.071428571,3
23614,OTHER,2,4.625,102000,1/1/2019,3/1/2019,62,62,1,43,758,758,758,758,C,WI,549,0,0,4.55,2.69,0.075,0.016483516,2
23615,OTHER,2,5.25,257000,1/1/2019,3/1/2019,70,70,1,44,669,669,669,669,C,CA,945,0,0,4.55,2.69,0.7,0.153846154,4
23616,OTHER,2,4.625,219000,1/1/2019,3/1/2019,76,76,1,44,727,727,727,727,C,CO,811,0,0,4.55,2.69,0.075,0.016483516,2
23617,OTHER,2,4.75,259000,1/1/2019,3/1/2019,72,72,1,44,722,722,722,722,C,MN,558,0,0,4.55,2.69,0.2,0.043956044,3
23618,OTHER,2,4.75,205000,1/1/2019,3/1/2019,52,52,1,44,774,774,774,774,C,MT,591,0,0,4.55,2.69,0.2,0.043956044,3
23619,OTHER,2,6.25,128000,1/1/2019,3/1/2019,80,80,1,45,679,679,679,679,C,OK,731,0,0,4.55,2.69,1.7,0.373626374,7
23620,OTHER,2,5.375,90000,1/1/2019,3/1/2019,63,63,1,45,703,703,703,703,C,SC,296,0,0,4.55,2.69,0.825,0.181318681,4
23621,OTHER,2,5.5,300000,1/1/2019,3/1/2019,69,69,1,45,649,649,649,649,C,VA,221,0,0,4.55,2.69,0.95,0.208791209,5
23622,OTHER,2,5.75,225000,1/1/2019,3/1/2019,69,69,1,45,692,692,692,692,C,VA,221,0,0,4.55,2.69,1.2,0.263736264,5
23623,OTHER,2,4.875,330000,1/1/2019,3/1/2019,46,46,1,46,706,706,706,706,C,CA,910,0,0,4.55,2.69,0.325,0.071428571,3
23624,OTHER,2,5.125,246000,1/1/2019,3/1/2019,80,80,1,46,723,723,723,723,C,DE,199,0,0,4.55,2.69,0.575,0.126373626,4
23625,OTHER,2,5.125,140000,1/1/2019,3/1/2019,80,80,1,46,735,735,735,735,C,MN,559,0,0,4.55,2.69,0.575,0.126373626,4
23626,OTHER,2,5.375,125000,1/1/2019,3/1/2019,54,54,1,46,727,727,727,727,C,NV,891,0,0,4.55,2.69,0.825,0.181318681,4
23627,OTHER,2,5.5,194000,1/1/2019,3/1/2019,80,80,1,46,713,713,713,713,C,OR,974,0,0,4.55,2.69,0.95,0.208791209,5
23628,OTHER,2,5.5,250000,1/1/2019,3/1/2019,27,27,1,47,647,647,647,647,C,CA,905,0,0,4.55,2.69,0.95,0.208791209,5
23629,OTHER,2,4.99,347000,1/1/2019,3/1/2019,70,70,1,47,688,688,688,688,C,NC,288,0,0,4.55,2.69,0.44,0.096703297,3
23630,OTHER,2,5.5,86000,1/1/2019,3/1/2019,47,47,1,47,808,808,808,808,C,NE,688,0,0,4.55,2.69,0.95,0.208791209,5
23631,OTHER,2,5.125,295000,1/1/2019,3/1/2019,58,58,1,47,723,723,723,723,C,TX,754,0,0,4.55,2.69,0.575,0.126373626,4
23632,OTHER,2,5.25,302000,1/1/2019,3/1/2019,72,72,1,47,791,791,791,791,C,TX,770,0,0,4.55,2.69,0.7,0.153846154,4
23633,OTHER,2,5.25,560000,1/1/2019,3/1/2019,44,57,1,48,795,795,795,795,C,CA,944,0,0,4.55,2.69,0.7,0.153846154,4
23634,OTHER,2,5.375,404000,1/1/2019,3/1/2019,75,75,1,48,683,683,683,683,C,CA,958,0,0,4.55,2.69,0.825,0.181318681,4
23635,OTHER,2,5,450000,1/1/2019,3/1/2019,80,80,1,48,678,678,678,678,C,CA,902,0,0,4.55,2.69,0.45,0.098901099,3
23636,OTHER,2,4.875,183000,1/1/2019,3/1/2019,74,74,1,48,743,743,743,743,C,CO,809,0,0,4.55,2.69,0.325,0.071428571,3
23637,OTHER,2,5.875,140000,1/1/2019,3/1/2019,75,75,1,48,679,679,679,679,C,FL,327,0,0,4.55,2.69,1.325,0.291208791,6
23638,OTHER,2,5.25,83000,1/1/2019,3/1/2019,55,55,1,48,668,668,668,668,C,MN,562,0,0,4.55,2.69,0.7,0.153846154,4
23639,OTHER,2,4.5,109000,1/1/2019,3/1/2019,60,60,1,48,771,771,771,771,C,MS,388,0,0,4.55,2.69,-0.05,-0.010989011,2
23640,OTHER,2,5.375,230000,1/1/2019,3/1/2019,80,80,1,48,708,708,708,708,C,NM,875,0,0,4.55,2.69,0.825,0.181318681,4
23641,OTHER,2,4.875,292000,1/1/2019,3/1/2019,80,80,1,48,805,805,805,805,C,NY,119,0,0,4.55,2.69,0.325,0.071428571,3
23642,OTHER,2,5.875,224000,1/1/2019,3/1/2019,64,64,1,48,687,687,687,687,C,OK,741,0,0,4.55,2.69,1.325,0.291208791,6
23643,OTHER,2,5.25,271000,1/1/2019,3/1/2019,69,69,1,48,707,707,707,707,C,VA,225,0,0,4.55,2.69,0.7,0.153846154,4
23644,OTHER,2,4.875,300000,1/1/2019,3/1/2019,66,66,1,49,708,708,708,708,C,CA,908,0,0,4.55,2.69,0.325,0.071428571,3
23645,OTHER,2,4.875,420000,1/1/2019,3/1/2019,75,75,1,49,707,707,707,707,C,CA,928,0,0,4.55,2.69,0.325,0.071428571,3
23646,OTHER,2,4.875,115000,1/1/2019,3/1/2019,45,45,1,49,712,712,712,712,C,IN,461,0,0,4.55,2.69,0.325,0.071428571,3
23647,OTHER,2,4.5,255000,1/1/2019,3/1/2019,60,60,1,49,698,698,698,698,C,MA,23,0,0,4.55,2.69,-0.05,-0.010989011,2
23648,OTHER,2,5,228000,1/1/2019,3/1/2019,57,57,1,49,680,680,680,680,C,MI,490,0,0,4.55,2.69,0.45,0.098901099,3
23649,OTHER,2,4.625,150000,1/1/2019,3/1/2019,59,59,1,49,759,759,759,759,C,MO,630,0,0,4.55,2.69,0.075,0.016483516,2
23650,OTHER,2,5.625,444000,1/1/2019,3/1/2019,80,80,1,49,698,698,698,698,C,TX,787,0,0,4.55,2.69,1.075,0.236263736,5
23651,OTHER,2,4.875,250000,1/1/2019,3/1/2019,49,49,1,50,723,723,723,723,C,CT,69,0,0,4.55,2.69,0.325,0.071428571,3
23652,OTHER,2,5.125,376000,1/1/2019,3/1/2019,66,66,1,50,749,749,749,749,C,FL,346,0,0,4.55,2.69,0.575,0.126373626,4
23653,OTHER,2,4.75,160000,1/1/2019,3/1/2019,45,45,1,50,777,777,777,777,C,IA,501,0,0,4.55,2.69,0.2,0.043956044,3
23654,OTHER,2,4.875,375000,1/1/2019,3/1/2019,75,75,1,50,803,803,803,803,C,IL,600,0,0,4.55,2.69,0.325,0.071428571,3
23655,OTHER,2,5.125,88000,1/1/2019,3/1/2019,80,80,1,50,750,750,750,750,C,NY,123,0,0,4.55,2.69,0.575,0.126373626,4
23656,OTHER,2,5.375,230000,1/1/2019,3/1/2019,71,71,1,50,700,700,700,700,C,TX,750,0,0,4.55,2.69,0.825,0.181318681,4
23657,OTHER,2,4.875,190000,1/1/2019,4/1/2019,64,64,1,27,790,790,790,790,C,IL,629,0,0,4.55,2.69,0.325,0.071428571,3
23658,OTHER,2,4.625,185000,1/1/2019,4/1/2019,67,67,1,37,781,781,781,781,C,WA,993,0,0,4.55,2.69,0.075,0.016483516,2
23659,OTHER,2,5.75,73000,1/1/2019,4/1/2019,80,80,1,47,660,660,660,660,C,MI,498,0,0,4.55,2.69,1.2,0.263736264,5
23660,OTHER,2,5.375,433000,1/1/2019,4/1/2019,74,74,1,50,664,664,664,664,C,NJ,70,0,0,4.55,2.69,0.825,0.181318681,4
23661,PENNYMAC CORP.,2,4.99,184000,1/1/2019,3/1/2019,66,66,1,21,696,696,696,696,C,FL,337,0,0,4.55,2.69,0.44,0.096703297,3
23662,PENNYMAC CORP.,2,4.99,262000,1/1/2019,3/1/2019,80,80,1,21,687,687,687,687,C,FL,331,0,0,4.55,2.69,0.44,0.096703297,3
23663,PENNYMAC CORP.,2,4.625,380000,1/1/2019,3/1/2019,75,75,1,28,762,762,762,762,C,WA,980,0,0,4.55,2.69,0.075,0.016483516,2
23664,PENNYMAC CORP.,2,5.5,448000,1/1/2019,3/1/2019,65,65,1,29,701,701,701,701,C,NC,275,0,0,4.55,2.69,0.95,0.208791209,5
23665,PENNYMAC CORP.,2,4.75,112000,1/1/2019,3/1/2019,78,78,1,29,797,797,797,797,C,NY,146,0,0,4.55,2.69,0.2,0.043956044,3
23666,PENNYMAC CORP.,2,5,365000,1/1/2019,3/1/2019,80,80,1,29,770,770,770,770,C,OR,970,0,0,4.55,2.69,0.45,0.098901099,3
23667,PENNYMAC CORP.,2,5.25,125000,1/1/2019,3/1/2019,17,17,1,30,717,717,717,717,C,CA,900,0,0,4.55,2.69,0.7,0.153846154,4
23668,PENNYMAC CORP.,2,5.125,212000,1/1/2019,3/1/2019,80,80,1,30,785,785,785,785,C,WA,984,0,0,4.55,2.69,0.575,0.126373626,4
23669,PENNYMAC CORP.,2,4.875,244000,1/1/2019,3/1/2019,80,80,1,33,756,756,756,756,C,CA,936,0,0,4.55,2.69,0.325,0.071428571,3
23670,PENNYMAC CORP.,2,5.25,428000,1/1/2019,3/1/2019,75,75,1,34,704,704,704,704,C,CA,917,0,0,4.55,2.69,0.7,0.153846154,4
23671,PENNYMAC CORP.,2,5.25,133000,1/1/2019,3/1/2019,72,72,1,35,713,713,713,713,C,TX,761,0,0,4.55,2.69,0.7,0.153846154,4
23672,PENNYMAC CORP.,2,4.75,264000,1/1/2019,3/1/2019,80,80,1,35,716,716,716,716,C,TX,775,0,0,4.55,2.69,0.2,0.043956044,3
23673,PENNYMAC CORP.,2,5.125,422000,1/1/2019,3/1/2019,65,65,1,36,681,681,681,681,C,ID,837,0,0,4.55,2.69,0.575,0.126373626,4
23674,PENNYMAC CORP.,2,5.5,320000,1/1/2019,3/1/2019,79,79,1,36,739,739,739,739,C,MD,207,0,0,4.55,2.69,0.95,0.208791209,5
23675,PENNYMAC CORP.,2,4.875,256000,1/1/2019,3/1/2019,80,80,1,37,756,756,756,756,C,GA,300,0,0,4.55,2.69,0.325,0.071428571,3
23676,PENNYMAC CORP.,2,4.875,300000,1/1/2019,3/1/2019,80,80,1,37,749,749,749,749,C,MN,551,0,0,4.55,2.69,0.325,0.071428571,3
23677,PENNYMAC CORP.,2,4.875,420000,1/1/2019,3/1/2019,65,65,1,37,709,709,709,709,C,NJ,70,0,0,4.55,2.69,0.325,0.071428571,3
23678,PENNYMAC CORP.,2,4.75,190000,1/1/2019,3/1/2019,72,72,1,37,807,807,807,807,C,RI,29,0,0,4.55,2.69,0.2,0.043956044,3
23679,PENNYMAC CORP.,2,5.375,296000,1/1/2019,3/1/2019,75,75,1,37,695,695,695,695,C,UT,840,0,0,4.55,2.69,0.825,0.181318681,4
23680,PENNYMAC CORP.,2,4.875,368000,1/1/2019,3/1/2019,80,80,1,38,720,720,720,720,C,PA,194,0,0,4.55,2.69,0.325,0.071428571,3
23681,PENNYMAC CORP.,2,4.875,323000,1/1/2019,3/1/2019,77,77,1,38,756,756,756,756,C,UT,846,0,0,4.55,2.69,0.325,0.071428571,3
23682,PENNYMAC CORP.,2,4.625,484000,1/1/2019,3/1/2019,72,72,1,39,690,690,690,690,C,CA,920,0,0,4.55,2.69,0.075,0.016483516,2
23683,PENNYMAC CORP.,2,5.5,484000,1/1/2019,3/1/2019,78,78,1,39,722,722,722,722,C,MT,594,0,0,4.55,2.69,0.95,0.208791209,5
23684,PENNYMAC CORP.,2,4.75,185000,1/1/2019,3/1/2019,70,70,1,39,705,705,705,705,C,UT,840,0,0,4.55,2.69,0.2,0.043956044,3
23685,PENNYMAC CORP.,2,5.375,166000,1/1/2019,3/1/2019,73,73,1,40,726,726,726,726,C,IN,461,0,0,4.55,2.69,0.825,0.181318681,4
23686,PENNYMAC CORP.,2,5.5,318000,1/1/2019,3/1/2019,80,80,1,40,706,706,706,706,C,MD,218,0,0,4.55,2.69,0.95,0.208791209,5
23687,PENNYMAC CORP.,2,4.75,214000,1/1/2019,3/1/2019,77,77,1,41,802,802,802,802,C,AL,356,0,0,4.55,2.69,0.2,0.043956044,3
23688,PENNYMAC CORP.,2,5.75,459000,1/1/2019,3/1/2019,78,78,1,41,691,691,691,691,C,CA,908,0,0,4.55,2.69,1.2,0.263736264,5
23689,PENNYMAC CORP.,2,5.125,283000,1/1/2019,3/1/2019,69,69,1,41,782,782,782,782,C,OR,972,0,0,4.55,2.69,0.575,0.126373626,4
23690,PENNYMAC CORP.,2,5.625,254000,1/1/2019,3/1/2019,80,80,1,41,740,740,740,740,C,TX,767,0,0,4.55,2.69,1.075,0.236263736,5
23691,PENNYMAC CORP.,2,4.5,390000,1/1/2019,3/1/2019,68,68,1,42,700,700,700,700,C,NJ,71,0,0,4.55,2.69,-0.05,-0.010989011,2
23692,PENNYMAC CORP.,2,4.49,300000,1/1/2019,3/1/2019,75,75,1,42,727,727,727,727,C,VA,225,0,0,4.55,2.69,-0.06,-0.013186813,2
23693,PENNYMAC CORP.,2,5,160000,1/1/2019,3/1/2019,70,70,1,43,699,699,699,699,C,CO,809,0,0,4.55,2.69,0.45,0.098901099,3
23694,PENNYMAC CORP.,2,4.875,484000,1/1/2019,3/1/2019,68,68,1,43,698,698,698,698,C,TN,371,0,0,4.55,2.69,0.325,0.071428571,3
23695,PENNYMAC CORP.,2,5,484000,1/1/2019,3/1/2019,78,78,1,43,771,771,771,771,C,TN,378,0,0,4.55,2.69,0.45,0.098901099,3
23696,PENNYMAC CORP.,2,4.75,250000,1/1/2019,3/1/2019,70,70,1,43,735,735,735,735,C,UT,840,0,0,4.55,2.69,0.2,0.043956044,3
23697,PENNYMAC CORP.,2,4.99,275000,1/1/2019,3/1/2019,71,71,1,43,705,705,705,705,C,WY,820,0,0,4.55,2.69,0.44,0.096703297,3
23698,PENNYMAC CORP.,2,4.99,453000,1/1/2019,3/1/2019,75,75,1,44,686,686,686,686,C,CA,907,0,0,4.55,2.69,0.44,0.096703297,3
23699,PENNYMAC CORP.,2,5.125,300000,1/1/2019,3/1/2019,55,55,1,44,732,732,732,732,C,NJ,77,0,0,4.55,2.69,0.575,0.126373626,4
23700,PENNYMAC CORP.,2,4.75,380000,1/1/2019,3/1/2019,50,50,1,45,671,671,671,671,C,CA,928,0,0,4.55,2.69,0.2,0.043956044,3
23701,PENNYMAC CORP.,2,5.125,427000,1/1/2019,3/1/2019,78,78,1,45,754,754,754,754,C,CA,928,0,0,4.55,2.69,0.575,0.126373626,4
23702,PENNYMAC CORP.,2,4.99,444000,1/1/2019,3/1/2019,80,80,1,45,712,712,712,712,C,CA,958,0,0,4.55,2.69,0.44,0.096703297,3
23703,PENNYMAC CORP.,2,4.99,352000,1/1/2019,3/1/2019,80,80,1,45,765,765,765,765,C,CA,956,0,0,4.55,2.69,0.44,0.096703297,3
23704,PENNYMAC CORP.,2,4.5,342000,1/1/2019,3/1/2019,79,79,1,45,743,743,743,743,C,MA,10,0,0,4.55,2.69,-0.05,-0.010989011,2
23705,PENNYMAC CORP.,2,4.875,100000,1/1/2019,3/1/2019,80,80,1,45,736,736,736,736,C,MO,657,0,0,4.55,2.69,0.325,0.071428571,3
23706,PENNYMAC CORP.,2,5.375,407000,1/1/2019,3/1/2019,80,80,1,45,702,702,702,702,C,OK,730,0,0,4.55,2.69,0.825,0.181318681,4
23707,PENNYMAC CORP.,2,5.875,640000,1/1/2019,3/1/2019,80,80,1,46,772,772,772,772,C,MA,20,0,0,4.55,2.69,1.325,0.291208791,6
23708,PENNYMAC CORP.,2,5.5,260000,1/1/2019,3/1/2019,65,65,1,46,693,693,693,693,C,NJ,70,0,0,4.55,2.69,0.95,0.208791209,5
23709,PENNYMAC CORP.,2,5,347000,1/1/2019,3/1/2019,62,62,1,47,738,738,738,738,C,AZ,864,0,0,4.55,2.69,0.45,0.098901099,3
23710,PENNYMAC CORP.,2,5.25,348000,1/1/2019,3/1/2019,80,80,1,47,743,743,743,743,C,CA,900,0,0,4.55,2.69,0.7,0.153846154,4
23711,PENNYMAC CORP.,2,5.25,248000,1/1/2019,3/1/2019,66,66,1,47,719,719,719,719,C,TN,371,0,0,4.55,2.69,0.7,0.153846154,4
23712,PENNYMAC CORP.,2,4.625,430000,1/1/2019,3/1/2019,75,75,1,48,710,710,710,710,C,MD,210,0,0,4.55,2.69,0.075,0.016483516,2
23713,PENNYMAC CORP.,2,5,254000,1/1/2019,3/1/2019,66,66,1,49,711,711,711,711,C,NV,891,0,0,4.55,2.69,0.45,0.098901099,3
23714,PENNYMAC CORP.,2,5.75,195000,1/1/2019,3/1/2019,78,78,1,49,702,702,702,702,C,TN,371,0,0,4.55,2.69,1.2,0.263736264,5
23715,PENNYMAC CORP.,2,5.5,450000,1/1/2019,3/1/2019,75,75,1,49,683,683,683,683,C,TX,754,0,0,4.55,2.69,0.95,0.208791209,5
23716,PENNYMAC CORP.,2,4.875,244000,1/1/2019,3/1/2019,80,80,1,49,703,703,703,703,C,UT,846,0,0,4.55,2.69,0.325,0.071428571,3
23717,PENNYMAC CORP.,2,4.99,316000,1/1/2019,3/1/2019,59,59,1,49,741,741,741,741,C,VA,231,0,0,4.55,2.69,0.44,0.096703297,3
23718,PENNYMAC CORP.,2,5.5,281000,1/1/2019,3/1/2019,79,79,1,50,694,694,694,694,C,CO,802,0,0,4.55,2.69,0.95,0.208791209,5
23719,PENNYMAC CORP.,2,5.375,184000,1/1/2019,3/1/2019,78,78,1,50,746,746,746,746,C,MI,488,0,0,4.55,2.69,0.825,0.181318681,4
23720,PENNYMAC CORP.,2,4.875,395000,1/1/2019,3/1/2019,64,64,1,50,780,780,780,780,C,NJ,87,0,0,4.55,2.69,0.325,0.071428571,3
23721,PENNYMAC CORP.,2,4.625,93000,1/1/2019,3/1/2019,72,72,1,50,734,734,734,734,C,NM,871,0,0,4.55,2.69,0.075,0.016483516,2
23722,PENNYMAC CORP.,2,5.375,149000,1/1/2019,3/1/2019,79,79,1,50,722,722,722,722,C,TX,761,0,0,4.55,2.69,0.825,0.181318681,4
23723,PENNYMAC CORP.,2,4.99,304000,1/1/2019,4/1/2019,75,75,1,30,784,784,784,784,C,CO,800,0,0,4.55,2.69,0.44,0.096703297,3
23724,PENNYMAC CORP.,2,4.625,98000,1/1/2019,4/1/2019,80,80,1,34,806,806,806,806,C,WV,253,0,0,4.55,2.69,0.075,0.016483516,2
23725,PENNYMAC CORP.,2,4.5,184000,1/1/2019,4/1/2019,80,80,1,35,790,790,790,790,C,NJ,80,0,0,4.55,2.69,-0.05,-0.010989011,2
23726,PENNYMAC CORP.,2,5.5,100000,1/1/2019,4/1/2019,80,80,1,37,703,703,703,703,C,KY,423,0,0,4.55,2.69,0.95,0.208791209,5
23727,PENNYMAC CORP.,2,4.375,144000,1/1/2019,4/1/2019,73,73,1,42,792,792,792,792,C,NE,681,0,0,4.55,2.69,-0.175,-0.038461538,2
23728,QUICKEN LOANS INC.,2,5.19,66000,1/1/2019,3/1/2019,53,53,1,34,730,730,730,730,C,WV,254,0,0,4.55,2.69,0.64,0.140659341,4
23729,TRUIST BANK (FORMERLY SUNTRUST BANK),2,4.875,440000,1/1/2019,3/1/2019,50,50,1,30,809,809,809,809,C,IL,605,0,0,4.55,2.69,0.325,0.071428571,3
23730,TRUIST BANK (FORMERLY SUNTRUST BANK),2,4.875,155000,1/1/2019,3/1/2019,78,78,1,37,751,751,751,751,C,AZ,860,0,0,4.55,2.69,0.325,0.071428571,3
23731,TRUIST BANK (FORMERLY SUNTRUST BANK),2,4.99,332000,1/1/2019,3/1/2019,78,78,1,41,801,801,801,801,C,WA,982,0,0,4.55,2.69,0.44,0.096703297,3
23732,TRUIST BANK (FORMERLY SUNTRUST BANK),2,4.625,365000,1/1/2019,3/1/2019,52,52,1,42,703,703,703,703,C,CA,907,0,0,4.55,2.69,0.075,0.016483516,2
23733,TRUIST BANK (FORMERLY SUNTRUST BANK),2,4.875,117000,1/1/2019,3/1/2019,30,30,1,44,808,808,808,808,C,CA,917,0,0,4.55,2.69,0.325,0.071428571,3
23734,TRUIST BANK (FORMERLY SUNTRUST BANK),2,5.125,375000,1/1/2019,3/1/2019,66,66,1,44,704,704,704,704,C,MA,21,0,0,4.55,2.69,0.575,0.126373626,4
23735,TRUIST BANK (FORMERLY SUNTRUST BANK),2,6.125,280000,1/1/2019,3/1/2019,72,72,1,45,728,728,728,728,C,NM,875,0,0,4.55,2.69,1.575,0.346153846,6
23736,TRUIST BANK (FORMERLY SUNTRUST BANK),2,5.125,50000,1/1/2019,3/1/2019,38,38,1,46,709,709,709,709,C,MD,212,0,0,4.55,2.69,0.575,0.126373626,4
23737,TRUIST BANK (FORMERLY SUNTRUST BANK),2,5.625,360000,1/1/2019,3/1/2019,75,75,1,48,674,674,674,674,C,CA,902,0,0,4.55,2.69,1.075,0.236263736,5
23738,TRUIST BANK (FORMERLY SUNTRUST BANK),2,4.875,380000,1/1/2019,3/1/2019,57,57,1,48,709,709,709,709,C,DC,200,0,0,4.55,2.69,0.325,0.071428571,3
23739,TRUIST BANK (FORMERLY SUNTRUST BANK),2,5.125,361000,1/1/2019,3/1/2019,70,70,1,49,801,801,801,801,C,IL,600,0,0,4.55,2.69,0.575,0.126373626,4
23740,TRUIST BANK (FORMERLY SUNTRUST BANK),2,5.625,352000,1/1/2019,3/1/2019,80,80,1,50,688,688,688,688,C,CA,917,0,0,4.55,2.69,1.075,0.236263736,5
23741,TRUIST BANK (FORMERLY SUNTRUST BANK),2,5.5,272000,1/1/2019,3/1/2019,80,80,1,50,746,746,746,746,C,OR,972,0,0,4.55,2.69,0.95,0.208791209,5
23742,TRUIST BANK (FORMERLY SUNTRUST BANK),2,5.49,284000,1/1/2019,4/1/2019,80,80,1,45,755,755,755,755,C,NJ,88,0,0,4.55,2.69,0.94,0.206593407,5
23743,U.S. BANK N.A.,2,4.625,431000,1/1/2019,3/1/2019,70,70,1,32,696,696,696,696,C,CO,801,0,0,4.55,2.69,0.075,0.016483516,2
23744,U.S. BANK N.A.,2,4.625,220000,1/1/2019,3/1/2019,55,55,1,39,704,704,704,704,C,CO,802,0,0,4.55,2.69,0.075,0.016483516,2
23745,U.S. BANK N.A.,2,5,225000,1/1/2019,3/1/2019,69,69,1,40,816,816,816,816,C,CO,801,0,0,4.55,2.69,0.45,0.098901099,3
23746,U.S. BANK N.A.,2,4.625,350000,1/1/2019,3/1/2019,64,64,1,42,788,788,788,788,C,MA,21,0,0,4.55,2.69,0.075,0.016483516,2
23747,U.S. BANK N.A.,2,4.99,355000,1/1/2019,3/1/2019,48,48,1,45,674,674,674,674,C,WA,981,0,0,4.55,2.69,0.44,0.096703297,3
23748,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.375,305000,1/1/2019,3/1/2019,49,49,1,25,800,800,800,800,C,UT,840,0,0,4.55,2.69,-0.175,-0.038461538,2
23749,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.799,123000,1/1/2019,3/1/2019,65,65,1,30,713,713,713,713,C,CO,810,0,0,4.55,2.69,0.249,0.054725275,3
23750,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.25,210000,1/1/2019,3/1/2019,68,68,1,32,728,728,728,728,C,AZ,852,0,0,4.55,2.69,-0.3,-0.065934066,1
23751,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.25,435000,1/1/2019,3/1/2019,68,68,1,32,776,776,776,776,C,CA,907,0,0,4.55,2.69,-0.3,-0.065934066,1
23752,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,5.25,166000,1/1/2019,3/1/2019,53,53,1,34,676,676,676,676,C,MI,483,0,0,4.55,2.69,0.7,0.153846154,4
23753,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.875,300000,1/1/2019,3/1/2019,73,73,1,36,808,808,808,808,C,CA,956,0,0,4.55,2.69,0.325,0.071428571,3
23754,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.375,175000,1/1/2019,3/1/2019,60,60,1,38,810,810,810,810,C,CA,923,0,0,4.55,2.69,-0.175,-0.038461538,2
23755,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,5.5,150000,1/1/2019,3/1/2019,57,57,1,41,776,776,776,776,C,TX,750,0,0,4.55,2.69,0.95,0.208791209,5
23756,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.625,139000,1/1/2019,3/1/2019,80,80,1,42,702,702,702,702,C,MI,482,0,0,4.55,2.69,0.075,0.016483516,2
23757,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.375,213000,1/1/2019,3/1/2019,27,27,1,43,714,714,714,714,C,CA,946,0,0,4.55,2.69,-0.175,-0.038461538,2
23758,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.875,455000,1/1/2019,3/1/2019,76,80,1,44,721,721,721,721,C,CA,917,0,0,4.55,2.69,0.325,0.071428571,3
23759,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,5.125,165000,1/1/2019,3/1/2019,77,77,1,44,754,754,754,754,C,MI,481,0,0,4.55,2.69,0.575,0.126373626,4
23760,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,5.25,145000,1/1/2019,3/1/2019,80,80,1,45,747,747,747,747,C,FL,344,0,0,4.55,2.69,0.7,0.153846154,4
23761,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,5.5,585000,1/1/2019,3/1/2019,69,69,1,46,683,683,683,683,C,CA,903,0,0,4.55,2.69,0.95,0.208791209,5
